DimR	Family	Layer	Score
UMAP	QRFP receptor	28	0.008
UMAP	QRFP receptor	5	0.007
UMAP	QRFP receptor	24	0.006
UMAP	QRFP receptor	6	0.006
UMAP	QRFP receptor	25	0.006
UMAP	QRFP receptor	0	0.005
UMAP	QRFP receptor	32	0.005
UMAP	QRFP receptor	31	0.005
UMAP	QRFP receptor	30	0.005
UMAP	QRFP receptor	29	0.005
UMAP	QRFP receptor	27	0.005
UMAP	QRFP receptor	26	0.005
UMAP	QRFP receptor	33	0.005
UMAP	QRFP receptor	2	0.005
UMAP	QRFP receptor	3	0.004
UMAP	QRFP receptor	1	0.004
UMAP	QRFP receptor	4	0.004
UMAP	QRFP receptor	13	0.003
UMAP	QRFP receptor	12	0.003
UMAP	QRFP receptor	7	0.003
UMAP	QRFP receptor	8	0.003
UMAP	QRFP receptor	9	0.003
UMAP	QRFP receptor	10	0.003
UMAP	QRFP receptor	11	0.003
UMAP	QRFP receptor	17	0.003
UMAP	QRFP receptor	14	0.003
UMAP	QRFP receptor	22	0.003
UMAP	QRFP receptor	21	0.003
UMAP	QRFP receptor	20	0.003
UMAP	QRFP receptor	19	0.003
UMAP	QRFP receptor	18	0.003
UMAP	QRFP receptor	16	0.003
UMAP	QRFP receptor	15	0.003
UMAP	QRFP receptor	23	0.002
