DimR	Family	Layer	Score
tSNE	Melanin-concentrating hormone receptors	18	0.019
tSNE	Melanin-concentrating hormone receptors	31	0.016
tSNE	Melanin-concentrating hormone receptors	4	0.014
tSNE	Melanin-concentrating hormone receptors	5	0.014
tSNE	Melanin-concentrating hormone receptors	27	0.014
tSNE	Melanin-concentrating hormone receptors	3	0.013
tSNE	Melanin-concentrating hormone receptors	16	0.012
tSNE	Melanin-concentrating hormone receptors	7	0.011
tSNE	Melanin-concentrating hormone receptors	15	0.011
tSNE	Melanin-concentrating hormone receptors	17	0.001
tSNE	Melanin-concentrating hormone receptors	30	0.001
tSNE	Melanin-concentrating hormone receptors	29	0.001
tSNE	Melanin-concentrating hormone receptors	24	0.0
tSNE	Melanin-concentrating hormone receptors	23	0.0
tSNE	Melanin-concentrating hormone receptors	28	0.0
tSNE	Melanin-concentrating hormone receptors	25	0.0
tSNE	Melanin-concentrating hormone receptors	26	0.0
tSNE	Melanin-concentrating hormone receptors	21	0.0
tSNE	Melanin-concentrating hormone receptors	32	0.0
tSNE	Melanin-concentrating hormone receptors	22	0.0
tSNE	Melanin-concentrating hormone receptors	0	0.0
tSNE	Melanin-concentrating hormone receptors	20	0.0
tSNE	Melanin-concentrating hormone receptors	19	0.0
tSNE	Melanin-concentrating hormone receptors	1	0.0
tSNE	Melanin-concentrating hormone receptors	14	0.0
tSNE	Melanin-concentrating hormone receptors	13	0.0
tSNE	Melanin-concentrating hormone receptors	12	0.0
tSNE	Melanin-concentrating hormone receptors	11	0.0
tSNE	Melanin-concentrating hormone receptors	10	0.0
tSNE	Melanin-concentrating hormone receptors	9	0.0
tSNE	Melanin-concentrating hormone receptors	8	0.0
tSNE	Melanin-concentrating hormone receptors	6	0.0
tSNE	Melanin-concentrating hormone receptors	2	0.0
tSNE	Melanin-concentrating hormone receptors	33	0.0
