DimR	Family	Layer	Score
tSNE	Chemerin receptor	18	0.01
tSNE	Chemerin receptor	29	0.01
tSNE	Chemerin receptor	12	0.009
tSNE	Chemerin receptor	21	0.009
tSNE	Chemerin receptor	6	0.009
tSNE	Chemerin receptor	25	0.008
tSNE	Chemerin receptor	23	0.008
tSNE	Chemerin receptor	22	0.008
tSNE	Chemerin receptor	27	0.008
tSNE	Chemerin receptor	28	0.008
tSNE	Chemerin receptor	26	0.008
tSNE	Chemerin receptor	10	0.008
tSNE	Chemerin receptor	9	0.008
tSNE	Chemerin receptor	31	0.008
tSNE	Chemerin receptor	32	0.008
tSNE	Chemerin receptor	11	0.007
tSNE	Chemerin receptor	13	0.007
tSNE	Chemerin receptor	14	0.007
tSNE	Chemerin receptor	1	0.007
tSNE	Chemerin receptor	5	0.007
tSNE	Chemerin receptor	20	0.007
tSNE	Chemerin receptor	4	0.007
tSNE	Chemerin receptor	3	0.007
tSNE	Chemerin receptor	2	0.007
tSNE	Chemerin receptor	33	0.007
tSNE	Chemerin receptor	0	0.006
tSNE	Chemerin receptor	24	0.006
tSNE	Chemerin receptor	19	0.006
tSNE	Chemerin receptor	16	0.006
tSNE	Chemerin receptor	15	0.006
tSNE	Chemerin receptor	8	0.006
tSNE	Chemerin receptor	7	0.006
tSNE	Chemerin receptor	30	0.005
tSNE	Chemerin receptor	17	0.005
