DimR	Family	Layer	Score
PCA	Hydroxycarboxylic acid receptors	32	0.027
PCA	Hydroxycarboxylic acid receptors	6	0.026
PCA	Hydroxycarboxylic acid receptors	31	0.026
PCA	Hydroxycarboxylic acid receptors	29	0.025
PCA	Hydroxycarboxylic acid receptors	30	0.024
PCA	Hydroxycarboxylic acid receptors	27	0.024
PCA	Hydroxycarboxylic acid receptors	25	0.024
PCA	Hydroxycarboxylic acid receptors	26	0.022
PCA	Hydroxycarboxylic acid receptors	2	0.018
PCA	Hydroxycarboxylic acid receptors	3	0.017
PCA	Hydroxycarboxylic acid receptors	33	0.014
PCA	Hydroxycarboxylic acid receptors	4	0.014
PCA	Hydroxycarboxylic acid receptors	1	0.013
PCA	Hydroxycarboxylic acid receptors	5	0.013
PCA	Hydroxycarboxylic acid receptors	18	0.012
PCA	Hydroxycarboxylic acid receptors	17	0.01
PCA	Hydroxycarboxylic acid receptors	7	0.01
PCA	Hydroxycarboxylic acid receptors	15	0.01
PCA	Hydroxycarboxylic acid receptors	16	0.009
PCA	Hydroxycarboxylic acid receptors	14	0.009
PCA	Hydroxycarboxylic acid receptors	8	0.009
PCA	Hydroxycarboxylic acid receptors	12	0.008
PCA	Hydroxycarboxylic acid receptors	9	0.008
PCA	Hydroxycarboxylic acid receptors	10	0.008
PCA	Hydroxycarboxylic acid receptors	28	0.008
PCA	Hydroxycarboxylic acid receptors	11	0.008
PCA	Hydroxycarboxylic acid receptors	13	0.008
PCA	Hydroxycarboxylic acid receptors	24	0.008
PCA	Hydroxycarboxylic acid receptors	23	0.008
PCA	Hydroxycarboxylic acid receptors	22	0.008
PCA	Hydroxycarboxylic acid receptors	20	0.008
PCA	Hydroxycarboxylic acid receptors	19	0.008
PCA	Hydroxycarboxylic acid receptors	0	0.008
PCA	Hydroxycarboxylic acid receptors	21	0.002
