DimR	Family	Layer	Score
UMAP	Free fatty acid receptors	0	0.021
UMAP	Free fatty acid receptors	2	0.021
UMAP	Free fatty acid receptors	3	0.02
UMAP	Free fatty acid receptors	1	0.019
UMAP	Free fatty acid receptors	4	0.016
UMAP	Free fatty acid receptors	7	0.015
UMAP	Free fatty acid receptors	9	0.015
UMAP	Free fatty acid receptors	13	0.013
UMAP	Free fatty acid receptors	21	0.013
UMAP	Free fatty acid receptors	20	0.013
UMAP	Free fatty acid receptors	19	0.013
UMAP	Free fatty acid receptors	18	0.013
UMAP	Free fatty acid receptors	16	0.013
UMAP	Free fatty acid receptors	17	0.013
UMAP	Free fatty acid receptors	8	0.013
UMAP	Free fatty acid receptors	14	0.011
UMAP	Free fatty acid receptors	12	0.011
UMAP	Free fatty acid receptors	11	0.011
UMAP	Free fatty acid receptors	10	0.011
UMAP	Free fatty acid receptors	22	0.011
UMAP	Free fatty acid receptors	15	0.011
UMAP	Free fatty acid receptors	23	0.01
UMAP	Free fatty acid receptors	26	0.007
UMAP	Free fatty acid receptors	27	0.006
UMAP	Free fatty acid receptors	32	0.006
UMAP	Free fatty acid receptors	31	0.006
UMAP	Free fatty acid receptors	29	0.006
UMAP	Free fatty acid receptors	33	0.006
UMAP	Free fatty acid receptors	30	0.004
UMAP	Free fatty acid receptors	6	0.004
UMAP	Free fatty acid receptors	28	0.002
UMAP	Free fatty acid receptors	25	0.002
UMAP	Free fatty acid receptors	5	0.001
UMAP	Free fatty acid receptors	24	0.0
