DimR	Family	Layer	Score
tSNE	VIP and PACAP receptors	0	0.026
tSNE	VIP and PACAP receptors	1	0.023
tSNE	VIP and PACAP receptors	26	0.019
tSNE	VIP and PACAP receptors	21	0.017
tSNE	VIP and PACAP receptors	18	0.004
tSNE	VIP and PACAP receptors	24	0.003
tSNE	VIP and PACAP receptors	12	0.003
tSNE	VIP and PACAP receptors	14	0.002
tSNE	VIP and PACAP receptors	32	0.002
tSNE	VIP and PACAP receptors	27	0.002
tSNE	VIP and PACAP receptors	25	0.002
tSNE	VIP and PACAP receptors	22	0.002
tSNE	VIP and PACAP receptors	20	0.002
tSNE	VIP and PACAP receptors	33	0.002
tSNE	VIP and PACAP receptors	13	0.002
tSNE	VIP and PACAP receptors	5	0.002
tSNE	VIP and PACAP receptors	2	0.002
tSNE	VIP and PACAP receptors	11	0.002
tSNE	VIP and PACAP receptors	9	0.002
tSNE	VIP and PACAP receptors	3	0.002
tSNE	VIP and PACAP receptors	31	0.001
tSNE	VIP and PACAP receptors	28	0.001
tSNE	VIP and PACAP receptors	4	0.001
tSNE	VIP and PACAP receptors	6	0.001
tSNE	VIP and PACAP receptors	23	0.001
tSNE	VIP and PACAP receptors	8	0.001
tSNE	VIP and PACAP receptors	19	0.001
tSNE	VIP and PACAP receptors	10	0.001
tSNE	VIP and PACAP receptors	16	0.001
tSNE	VIP and PACAP receptors	15	0.0
tSNE	VIP and PACAP receptors	7	0.0
tSNE	VIP and PACAP receptors	29	0.0
tSNE	VIP and PACAP receptors	30	0.0
tSNE	VIP and PACAP receptors	17	0.0
