DimR	Family	Layer	Score
PCA	Cholecystokinin receptors	33	0.022
PCA	Cholecystokinin receptors	4	0.022
PCA	Cholecystokinin receptors	3	0.018
PCA	Cholecystokinin receptors	26	0.014
PCA	Cholecystokinin receptors	21	0.014
PCA	Cholecystokinin receptors	27	0.013
PCA	Cholecystokinin receptors	25	0.013
PCA	Cholecystokinin receptors	31	0.012
PCA	Cholecystokinin receptors	6	0.012
PCA	Cholecystokinin receptors	32	0.011
PCA	Cholecystokinin receptors	18	0.008
PCA	Cholecystokinin receptors	15	0.007
PCA	Cholecystokinin receptors	17	0.007
PCA	Cholecystokinin receptors	7	0.007
PCA	Cholecystokinin receptors	13	0.006
PCA	Cholecystokinin receptors	22	0.006
PCA	Cholecystokinin receptors	28	0.006
PCA	Cholecystokinin receptors	8	0.006
PCA	Cholecystokinin receptors	9	0.006
PCA	Cholecystokinin receptors	24	0.006
PCA	Cholecystokinin receptors	14	0.006
PCA	Cholecystokinin receptors	0	0.006
PCA	Cholecystokinin receptors	10	0.006
PCA	Cholecystokinin receptors	20	0.006
PCA	Cholecystokinin receptors	19	0.006
PCA	Cholecystokinin receptors	11	0.006
PCA	Cholecystokinin receptors	16	0.006
PCA	Cholecystokinin receptors	12	0.006
PCA	Cholecystokinin receptors	23	0.005
PCA	Cholecystokinin receptors	1	0.002
PCA	Cholecystokinin receptors	5	0.001
PCA	Cholecystokinin receptors	29	0.0
PCA	Cholecystokinin receptors	30	0.0
PCA	Cholecystokinin receptors	2	0.0
