DimR	Family	Layer	Score
UMAP	Corticotropin-releasing factor receptors	25	0.012
UMAP	Corticotropin-releasing factor receptors	30	0.011
UMAP	Corticotropin-releasing factor receptors	6	0.011
UMAP	Corticotropin-releasing factor receptors	33	0.01
UMAP	Corticotropin-releasing factor receptors	32	0.01
UMAP	Corticotropin-releasing factor receptors	31	0.01
UMAP	Corticotropin-releasing factor receptors	29	0.01
UMAP	Corticotropin-releasing factor receptors	27	0.01
UMAP	Corticotropin-releasing factor receptors	26	0.01
UMAP	Corticotropin-releasing factor receptors	3	0.008
UMAP	Corticotropin-releasing factor receptors	16	0.006
UMAP	Corticotropin-releasing factor receptors	21	0.006
UMAP	Corticotropin-releasing factor receptors	20	0.006
UMAP	Corticotropin-releasing factor receptors	19	0.006
UMAP	Corticotropin-releasing factor receptors	18	0.006
UMAP	Corticotropin-releasing factor receptors	17	0.006
UMAP	Corticotropin-releasing factor receptors	7	0.006
UMAP	Corticotropin-releasing factor receptors	13	0.006
UMAP	Corticotropin-releasing factor receptors	8	0.006
UMAP	Corticotropin-releasing factor receptors	9	0.006
UMAP	Corticotropin-releasing factor receptors	15	0.005
UMAP	Corticotropin-releasing factor receptors	22	0.005
UMAP	Corticotropin-releasing factor receptors	10	0.005
UMAP	Corticotropin-releasing factor receptors	11	0.005
UMAP	Corticotropin-releasing factor receptors	12	0.005
UMAP	Corticotropin-releasing factor receptors	14	0.005
UMAP	Corticotropin-releasing factor receptors	23	0.004
UMAP	Corticotropin-releasing factor receptors	4	0.004
UMAP	Corticotropin-releasing factor receptors	1	0.002
UMAP	Corticotropin-releasing factor receptors	2	0.001
UMAP	Corticotropin-releasing factor receptors	0	0.001
UMAP	Corticotropin-releasing factor receptors	24	0.0
UMAP	Corticotropin-releasing factor receptors	28	0.0
UMAP	Corticotropin-releasing factor receptors	5	0.0
