DimR	Family	Layer	Score
UMAP	Neuropeptide FF/neuropeptide AF receptors	4	0.036
UMAP	Neuropeptide FF/neuropeptide AF receptors	1	0.028
UMAP	Neuropeptide FF/neuropeptide AF receptors	3	0.028
UMAP	Neuropeptide FF/neuropeptide AF receptors	0	0.025
UMAP	Neuropeptide FF/neuropeptide AF receptors	2	0.025
UMAP	Neuropeptide FF/neuropeptide AF receptors	5	0.015
UMAP	Neuropeptide FF/neuropeptide AF receptors	25	0.012
UMAP	Neuropeptide FF/neuropeptide AF receptors	6	0.011
UMAP	Neuropeptide FF/neuropeptide AF receptors	30	0.011
UMAP	Neuropeptide FF/neuropeptide AF receptors	32	0.01
UMAP	Neuropeptide FF/neuropeptide AF receptors	31	0.01
UMAP	Neuropeptide FF/neuropeptide AF receptors	29	0.01
UMAP	Neuropeptide FF/neuropeptide AF receptors	27	0.01
UMAP	Neuropeptide FF/neuropeptide AF receptors	26	0.01
UMAP	Neuropeptide FF/neuropeptide AF receptors	33	0.01
UMAP	Neuropeptide FF/neuropeptide AF receptors	17	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	7	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	18	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	19	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	20	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	21	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	8	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	9	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	16	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	13	0.006
UMAP	Neuropeptide FF/neuropeptide AF receptors	11	0.005
UMAP	Neuropeptide FF/neuropeptide AF receptors	10	0.005
UMAP	Neuropeptide FF/neuropeptide AF receptors	15	0.005
UMAP	Neuropeptide FF/neuropeptide AF receptors	12	0.005
UMAP	Neuropeptide FF/neuropeptide AF receptors	22	0.005
UMAP	Neuropeptide FF/neuropeptide AF receptors	14	0.005
UMAP	Neuropeptide FF/neuropeptide AF receptors	23	0.004
UMAP	Neuropeptide FF/neuropeptide AF receptors	28	0.0
UMAP	Neuropeptide FF/neuropeptide AF receptors	24	0.0
