DimR	Family	Layer	Score
UMAP	Platelet-activating factor receptor	32	0.012
UMAP	Platelet-activating factor receptor	27	0.012
UMAP	Platelet-activating factor receptor	26	0.012
UMAP	Platelet-activating factor receptor	31	0.011
UMAP	Platelet-activating factor receptor	29	0.011
UMAP	Platelet-activating factor receptor	30	0.01
UMAP	Platelet-activating factor receptor	25	0.009
UMAP	Platelet-activating factor receptor	28	0.008
UMAP	Platelet-activating factor receptor	5	0.007
UMAP	Platelet-activating factor receptor	24	0.006
UMAP	Platelet-activating factor receptor	6	0.006
UMAP	Platelet-activating factor receptor	0	0.005
UMAP	Platelet-activating factor receptor	33	0.005
UMAP	Platelet-activating factor receptor	2	0.005
UMAP	Platelet-activating factor receptor	3	0.004
UMAP	Platelet-activating factor receptor	1	0.004
UMAP	Platelet-activating factor receptor	4	0.004
UMAP	Platelet-activating factor receptor	13	0.003
UMAP	Platelet-activating factor receptor	12	0.003
UMAP	Platelet-activating factor receptor	7	0.003
UMAP	Platelet-activating factor receptor	8	0.003
UMAP	Platelet-activating factor receptor	9	0.003
UMAP	Platelet-activating factor receptor	10	0.003
UMAP	Platelet-activating factor receptor	11	0.003
UMAP	Platelet-activating factor receptor	17	0.003
UMAP	Platelet-activating factor receptor	14	0.003
UMAP	Platelet-activating factor receptor	22	0.003
UMAP	Platelet-activating factor receptor	21	0.003
UMAP	Platelet-activating factor receptor	20	0.003
UMAP	Platelet-activating factor receptor	19	0.003
UMAP	Platelet-activating factor receptor	18	0.003
UMAP	Platelet-activating factor receptor	16	0.003
UMAP	Platelet-activating factor receptor	15	0.003
UMAP	Platelet-activating factor receptor	23	0.002
