DimR	Family	Layer	Score
tSNE	GABA<sub>B</sub> receptors	6	0.018
tSNE	GABA<sub>B</sub> receptors	16	0.018
tSNE	GABA<sub>B</sub> receptors	12	0.017
tSNE	GABA<sub>B</sub> receptors	14	0.016
tSNE	GABA<sub>B</sub> receptors	25	0.016
tSNE	GABA<sub>B</sub> receptors	1	0.016
tSNE	GABA<sub>B</sub> receptors	2	0.015
tSNE	GABA<sub>B</sub> receptors	3	0.015
tSNE	GABA<sub>B</sub> receptors	32	0.015
tSNE	GABA<sub>B</sub> receptors	4	0.014
tSNE	GABA<sub>B</sub> receptors	24	0.013
tSNE	GABA<sub>B</sub> receptors	13	0.013
tSNE	GABA<sub>B</sub> receptors	0	0.012
tSNE	GABA<sub>B</sub> receptors	29	0.01
tSNE	GABA<sub>B</sub> receptors	17	0.009
tSNE	GABA<sub>B</sub> receptors	30	0.001
tSNE	GABA<sub>B</sub> receptors	15	0.0
tSNE	GABA<sub>B</sub> receptors	8	0.0
tSNE	GABA<sub>B</sub> receptors	5	0.0
tSNE	GABA<sub>B</sub> receptors	31	0.0
tSNE	GABA<sub>B</sub> receptors	7	0.0
tSNE	GABA<sub>B</sub> receptors	28	0.0
tSNE	GABA<sub>B</sub> receptors	27	0.0
tSNE	GABA<sub>B</sub> receptors	26	0.0
tSNE	GABA<sub>B</sub> receptors	9	0.0
tSNE	GABA<sub>B</sub> receptors	11	0.0
tSNE	GABA<sub>B</sub> receptors	23	0.0
tSNE	GABA<sub>B</sub> receptors	22	0.0
tSNE	GABA<sub>B</sub> receptors	21	0.0
tSNE	GABA<sub>B</sub> receptors	20	0.0
tSNE	GABA<sub>B</sub> receptors	19	0.0
tSNE	GABA<sub>B</sub> receptors	18	0.0
tSNE	GABA<sub>B</sub> receptors	10	0.0
tSNE	GABA<sub>B</sub> receptors	33	0.0
