DimR	Family	Layer	Score
UMAP	Calcium-sensing receptors	23	0.049
UMAP	Calcium-sensing receptors	10	0.038
UMAP	Calcium-sensing receptors	12	0.038
UMAP	Calcium-sensing receptors	11	0.038
UMAP	Calcium-sensing receptors	17	0.029
UMAP	Calcium-sensing receptors	18	0.029
UMAP	Calcium-sensing receptors	19	0.029
UMAP	Calcium-sensing receptors	13	0.029
UMAP	Calcium-sensing receptors	16	0.029
UMAP	Calcium-sensing receptors	20	0.029
UMAP	Calcium-sensing receptors	21	0.029
UMAP	Calcium-sensing receptors	8	0.028
UMAP	Calcium-sensing receptors	7	0.023
UMAP	Calcium-sensing receptors	9	0.022
UMAP	Calcium-sensing receptors	4	0.019
UMAP	Calcium-sensing receptors	1	0.014
UMAP	Calcium-sensing receptors	3	0.014
UMAP	Calcium-sensing receptors	0	0.013
UMAP	Calcium-sensing receptors	2	0.013
UMAP	Calcium-sensing receptors	27	0.012
UMAP	Calcium-sensing receptors	29	0.011
UMAP	Calcium-sensing receptors	6	0.01
UMAP	Calcium-sensing receptors	30	0.01
UMAP	Calcium-sensing receptors	25	0.009
UMAP	Calcium-sensing receptors	5	0.007
UMAP	Calcium-sensing receptors	28	0.007
UMAP	Calcium-sensing receptors	24	0.006
UMAP	Calcium-sensing receptors	26	0.005
UMAP	Calcium-sensing receptors	31	0.005
UMAP	Calcium-sensing receptors	32	0.005
UMAP	Calcium-sensing receptors	33	0.005
UMAP	Calcium-sensing receptors	15	0.003
UMAP	Calcium-sensing receptors	14	0.003
UMAP	Calcium-sensing receptors	22	0.003
