DimR	Family	Layer	Score
PCA	Metabotropic glutamate receptors	23	0.158
PCA	Metabotropic glutamate receptors	22	0.154
PCA	Metabotropic glutamate receptors	0	0.151
PCA	Metabotropic glutamate receptors	28	0.151
PCA	Metabotropic glutamate receptors	9	0.151
PCA	Metabotropic glutamate receptors	10	0.151
PCA	Metabotropic glutamate receptors	11	0.151
PCA	Metabotropic glutamate receptors	12	0.144
PCA	Metabotropic glutamate receptors	24	0.14
PCA	Metabotropic glutamate receptors	20	0.14
PCA	Metabotropic glutamate receptors	19	0.14
PCA	Metabotropic glutamate receptors	13	0.14
PCA	Metabotropic glutamate receptors	8	0.131
PCA	Metabotropic glutamate receptors	14	0.128
PCA	Metabotropic glutamate receptors	16	0.118
PCA	Metabotropic glutamate receptors	17	0.114
PCA	Metabotropic glutamate receptors	15	0.107
PCA	Metabotropic glutamate receptors	7	0.105
PCA	Metabotropic glutamate receptors	18	0.083
PCA	Metabotropic glutamate receptors	5	0.068
PCA	Metabotropic glutamate receptors	33	0.062
PCA	Metabotropic glutamate receptors	4	0.061
PCA	Metabotropic glutamate receptors	3	0.049
PCA	Metabotropic glutamate receptors	6	0.048
PCA	Metabotropic glutamate receptors	27	0.046
PCA	Metabotropic glutamate receptors	25	0.045
PCA	Metabotropic glutamate receptors	26	0.041
PCA	Metabotropic glutamate receptors	21	0.04
PCA	Metabotropic glutamate receptors	30	0.035
PCA	Metabotropic glutamate receptors	2	0.034
PCA	Metabotropic glutamate receptors	29	0.034
PCA	Metabotropic glutamate receptors	31	0.033
PCA	Metabotropic glutamate receptors	32	0.032
PCA	Metabotropic glutamate receptors	1	0.024
