DimR	Family	Layer	Score
PCA	Corticotropin-releasing factor receptors	23	0.058
PCA	Corticotropin-releasing factor receptors	22	0.057
PCA	Corticotropin-releasing factor receptors	9	0.055
PCA	Corticotropin-releasing factor receptors	28	0.055
PCA	Corticotropin-releasing factor receptors	11	0.055
PCA	Corticotropin-releasing factor receptors	10	0.055
PCA	Corticotropin-releasing factor receptors	12	0.053
PCA	Corticotropin-releasing factor receptors	19	0.052
PCA	Corticotropin-releasing factor receptors	13	0.052
PCA	Corticotropin-releasing factor receptors	20	0.052
PCA	Corticotropin-releasing factor receptors	24	0.052
PCA	Corticotropin-releasing factor receptors	8	0.048
PCA	Corticotropin-releasing factor receptors	14	0.047
PCA	Corticotropin-releasing factor receptors	16	0.043
PCA	Corticotropin-releasing factor receptors	17	0.041
PCA	Corticotropin-releasing factor receptors	15	0.039
PCA	Corticotropin-releasing factor receptors	7	0.038
PCA	Corticotropin-releasing factor receptors	5	0.025
PCA	Corticotropin-releasing factor receptors	33	0.022
PCA	Corticotropin-releasing factor receptors	6	0.017
PCA	Corticotropin-releasing factor receptors	25	0.016
PCA	Corticotropin-releasing factor receptors	27	0.016
PCA	Corticotropin-releasing factor receptors	26	0.015
PCA	Corticotropin-releasing factor receptors	21	0.014
PCA	Corticotropin-releasing factor receptors	30	0.013
PCA	Corticotropin-releasing factor receptors	3	0.012
PCA	Corticotropin-releasing factor receptors	2	0.012
PCA	Corticotropin-releasing factor receptors	29	0.012
PCA	Corticotropin-releasing factor receptors	31	0.012
PCA	Corticotropin-releasing factor receptors	32	0.011
PCA	Corticotropin-releasing factor receptors	1	0.009
PCA	Corticotropin-releasing factor receptors	0	0.006
PCA	Corticotropin-releasing factor receptors	18	0.002
PCA	Corticotropin-releasing factor receptors	4	0.001
