DimR	Family	Layer	Score
PCA	Opioid receptors	32	0.035
PCA	Opioid receptors	31	0.034
PCA	Opioid receptors	29	0.032
PCA	Opioid receptors	30	0.031
PCA	Opioid receptors	21	0.028
PCA	Opioid receptors	26	0.027
PCA	Opioid receptors	25	0.025
PCA	Opioid receptors	27	0.024
PCA	Opioid receptors	3	0.023
PCA	Opioid receptors	6	0.023
PCA	Opioid receptors	4	0.019
PCA	Opioid receptors	5	0.017
PCA	Opioid receptors	18	0.015
PCA	Opioid receptors	33	0.013
PCA	Opioid receptors	7	0.013
PCA	Opioid receptors	15	0.013
PCA	Opioid receptors	17	0.012
PCA	Opioid receptors	14	0.012
PCA	Opioid receptors	16	0.012
PCA	Opioid receptors	13	0.011
PCA	Opioid receptors	12	0.011
PCA	Opioid receptors	8	0.011
PCA	Opioid receptors	9	0.011
PCA	Opioid receptors	10	0.011
PCA	Opioid receptors	28	0.011
PCA	Opioid receptors	11	0.011
PCA	Opioid receptors	0	0.011
PCA	Opioid receptors	24	0.011
PCA	Opioid receptors	20	0.011
PCA	Opioid receptors	19	0.011
PCA	Opioid receptors	23	0.01
PCA	Opioid receptors	22	0.01
PCA	Opioid receptors	2	0.0
PCA	Opioid receptors	1	0.0
