DimR	Family	Layer	Score
tSNE	GPR18, GPR55 and GPR119	22	0.022
tSNE	GPR18, GPR55 and GPR119	3	0.019
tSNE	GPR18, GPR55 and GPR119	1	0.019
tSNE	GPR18, GPR55 and GPR119	14	0.019
tSNE	GPR18, GPR55 and GPR119	12	0.018
tSNE	GPR18, GPR55 and GPR119	24	0.018
tSNE	GPR18, GPR55 and GPR119	0	0.017
tSNE	GPR18, GPR55 and GPR119	21	0.017
tSNE	GPR18, GPR55 and GPR119	6	0.017
tSNE	GPR18, GPR55 and GPR119	17	0.014
tSNE	GPR18, GPR55 and GPR119	15	0.005
tSNE	GPR18, GPR55 and GPR119	10	0.003
tSNE	GPR18, GPR55 and GPR119	31	0.003
tSNE	GPR18, GPR55 and GPR119	8	0.003
tSNE	GPR18, GPR55 and GPR119	5	0.002
tSNE	GPR18, GPR55 and GPR119	32	0.002
tSNE	GPR18, GPR55 and GPR119	27	0.002
tSNE	GPR18, GPR55 and GPR119	26	0.002
tSNE	GPR18, GPR55 and GPR119	2	0.002
tSNE	GPR18, GPR55 and GPR119	11	0.002
tSNE	GPR18, GPR55 and GPR119	4	0.002
tSNE	GPR18, GPR55 and GPR119	20	0.002
tSNE	GPR18, GPR55 and GPR119	13	0.002
tSNE	GPR18, GPR55 and GPR119	9	0.002
tSNE	GPR18, GPR55 and GPR119	33	0.002
tSNE	GPR18, GPR55 and GPR119	19	0.001
tSNE	GPR18, GPR55 and GPR119	23	0.001
tSNE	GPR18, GPR55 and GPR119	25	0.001
tSNE	GPR18, GPR55 and GPR119	16	0.001
tSNE	GPR18, GPR55 and GPR119	28	0.001
tSNE	GPR18, GPR55 and GPR119	18	0.0
tSNE	GPR18, GPR55 and GPR119	7	0.0
tSNE	GPR18, GPR55 and GPR119	29	0.0
tSNE	GPR18, GPR55 and GPR119	30	0.0
