DimR	Family	Layer	Score
UMAP	Neuromedin U receptors	28	0.016
UMAP	Neuromedin U receptors	25	0.012
UMAP	Neuromedin U receptors	24	0.011
UMAP	Neuromedin U receptors	30	0.011
UMAP	Neuromedin U receptors	6	0.011
UMAP	Neuromedin U receptors	33	0.01
UMAP	Neuromedin U receptors	32	0.01
UMAP	Neuromedin U receptors	31	0.01
UMAP	Neuromedin U receptors	29	0.01
UMAP	Neuromedin U receptors	27	0.01
UMAP	Neuromedin U receptors	26	0.01
UMAP	Neuromedin U receptors	0	0.009
UMAP	Neuromedin U receptors	1	0.008
UMAP	Neuromedin U receptors	4	0.007
UMAP	Neuromedin U receptors	17	0.006
UMAP	Neuromedin U receptors	7	0.006
UMAP	Neuromedin U receptors	16	0.006
UMAP	Neuromedin U receptors	18	0.006
UMAP	Neuromedin U receptors	19	0.006
UMAP	Neuromedin U receptors	20	0.006
UMAP	Neuromedin U receptors	21	0.006
UMAP	Neuromedin U receptors	8	0.006
UMAP	Neuromedin U receptors	13	0.006
UMAP	Neuromedin U receptors	9	0.006
UMAP	Neuromedin U receptors	10	0.005
UMAP	Neuromedin U receptors	12	0.005
UMAP	Neuromedin U receptors	11	0.005
UMAP	Neuromedin U receptors	22	0.005
UMAP	Neuromedin U receptors	15	0.005
UMAP	Neuromedin U receptors	14	0.005
UMAP	Neuromedin U receptors	23	0.004
UMAP	Neuromedin U receptors	3	0.002
UMAP	Neuromedin U receptors	2	0.001
UMAP	Neuromedin U receptors	5	0.0
