DimR	Family	Layer	Score
PCA	Class Frizzled GPCRs	23	0.267
PCA	Class Frizzled GPCRs	22	0.261
PCA	Class Frizzled GPCRs	0	0.255
PCA	Class Frizzled GPCRs	28	0.255
PCA	Class Frizzled GPCRs	9	0.255
PCA	Class Frizzled GPCRs	10	0.255
PCA	Class Frizzled GPCRs	11	0.255
PCA	Class Frizzled GPCRs	12	0.243
PCA	Class Frizzled GPCRs	24	0.238
PCA	Class Frizzled GPCRs	20	0.238
PCA	Class Frizzled GPCRs	19	0.238
PCA	Class Frizzled GPCRs	13	0.238
PCA	Class Frizzled GPCRs	8	0.223
PCA	Class Frizzled GPCRs	14	0.218
PCA	Class Frizzled GPCRs	16	0.201
PCA	Class Frizzled GPCRs	17	0.194
PCA	Class Frizzled GPCRs	15	0.183
PCA	Class Frizzled GPCRs	7	0.18
PCA	Class Frizzled GPCRs	18	0.142
PCA	Class Frizzled GPCRs	5	0.118
PCA	Class Frizzled GPCRs	4	0.106
PCA	Class Frizzled GPCRs	3	0.084
PCA	Class Frizzled GPCRs	6	0.083
PCA	Class Frizzled GPCRs	27	0.079
PCA	Class Frizzled GPCRs	25	0.077
PCA	Class Frizzled GPCRs	26	0.071
PCA	Class Frizzled GPCRs	21	0.069
PCA	Class Frizzled GPCRs	30	0.06
PCA	Class Frizzled GPCRs	29	0.059
PCA	Class Frizzled GPCRs	31	0.056
PCA	Class Frizzled GPCRs	32	0.054
PCA	Class Frizzled GPCRs	33	0.047
PCA	Class Frizzled GPCRs	1	0.005
PCA	Class Frizzled GPCRs	2	0.0
