DimR	Family	Layer	Score
tSNE	G protein-coupled estrogen receptor	18	0.01
tSNE	G protein-coupled estrogen receptor	8	0.009
tSNE	G protein-coupled estrogen receptor	22	0.008
tSNE	G protein-coupled estrogen receptor	4	0.008
tSNE	G protein-coupled estrogen receptor	31	0.008
tSNE	G protein-coupled estrogen receptor	9	0.008
tSNE	G protein-coupled estrogen receptor	10	0.008
tSNE	G protein-coupled estrogen receptor	23	0.008
tSNE	G protein-coupled estrogen receptor	13	0.008
tSNE	G protein-coupled estrogen receptor	27	0.007
tSNE	G protein-coupled estrogen receptor	20	0.007
tSNE	G protein-coupled estrogen receptor	25	0.007
tSNE	G protein-coupled estrogen receptor	1	0.007
tSNE	G protein-coupled estrogen receptor	26	0.007
tSNE	G protein-coupled estrogen receptor	33	0.007
tSNE	G protein-coupled estrogen receptor	14	0.007
tSNE	G protein-coupled estrogen receptor	28	0.007
tSNE	G protein-coupled estrogen receptor	32	0.007
tSNE	G protein-coupled estrogen receptor	5	0.007
tSNE	G protein-coupled estrogen receptor	3	0.007
tSNE	G protein-coupled estrogen receptor	2	0.007
tSNE	G protein-coupled estrogen receptor	11	0.007
tSNE	G protein-coupled estrogen receptor	24	0.006
tSNE	G protein-coupled estrogen receptor	0	0.006
tSNE	G protein-coupled estrogen receptor	21	0.006
tSNE	G protein-coupled estrogen receptor	19	0.006
tSNE	G protein-coupled estrogen receptor	16	0.006
tSNE	G protein-coupled estrogen receptor	15	0.006
tSNE	G protein-coupled estrogen receptor	12	0.006
tSNE	G protein-coupled estrogen receptor	7	0.006
tSNE	G protein-coupled estrogen receptor	6	0.006
tSNE	G protein-coupled estrogen receptor	29	0.005
tSNE	G protein-coupled estrogen receptor	30	0.005
tSNE	G protein-coupled estrogen receptor	17	0.005
