DimR	Family	Layer	Score
UMAP	Prostanoid receptors	10	0.018
UMAP	Prostanoid receptors	11	0.018
UMAP	Prostanoid receptors	12	0.018
UMAP	Prostanoid receptors	23	0.016
UMAP	Prostanoid receptors	0	0.012
UMAP	Prostanoid receptors	2	0.011
UMAP	Prostanoid receptors	1	0.009
UMAP	Prostanoid receptors	4	0.006
UMAP	Prostanoid receptors	9	0.004
UMAP	Prostanoid receptors	7	0.003
UMAP	Prostanoid receptors	8	0.002
UMAP	Prostanoid receptors	3	0.002
UMAP	Prostanoid receptors	26	0.002
UMAP	Prostanoid receptors	32	0.001
UMAP	Prostanoid receptors	31	0.001
UMAP	Prostanoid receptors	21	0.001
UMAP	Prostanoid receptors	29	0.001
UMAP	Prostanoid receptors	28	0.001
UMAP	Prostanoid receptors	27	0.001
UMAP	Prostanoid receptors	24	0.001
UMAP	Prostanoid receptors	17	0.001
UMAP	Prostanoid receptors	20	0.001
UMAP	Prostanoid receptors	19	0.001
UMAP	Prostanoid receptors	18	0.001
UMAP	Prostanoid receptors	16	0.001
UMAP	Prostanoid receptors	13	0.001
UMAP	Prostanoid receptors	6	0.001
UMAP	Prostanoid receptors	5	0.001
UMAP	Prostanoid receptors	33	0.001
UMAP	Prostanoid receptors	22	0.0
UMAP	Prostanoid receptors	25	0.0
UMAP	Prostanoid receptors	15	0.0
UMAP	Prostanoid receptors	14	0.0
UMAP	Prostanoid receptors	30	0.0
