DimR	Family	Layer	Score
tSNE	Hydroxycarboxylic acid receptors	3	0.019
tSNE	Hydroxycarboxylic acid receptors	19	0.018
tSNE	Hydroxycarboxylic acid receptors	0	0.017
tSNE	Hydroxycarboxylic acid receptors	6	0.017
tSNE	Hydroxycarboxylic acid receptors	30	0.014
tSNE	Hydroxycarboxylic acid receptors	17	0.014
tSNE	Hydroxycarboxylic acid receptors	15	0.005
tSNE	Hydroxycarboxylic acid receptors	7	0.004
tSNE	Hydroxycarboxylic acid receptors	8	0.003
tSNE	Hydroxycarboxylic acid receptors	10	0.003
tSNE	Hydroxycarboxylic acid receptors	31	0.003
tSNE	Hydroxycarboxylic acid receptors	5	0.002
tSNE	Hydroxycarboxylic acid receptors	4	0.002
tSNE	Hydroxycarboxylic acid receptors	32	0.002
tSNE	Hydroxycarboxylic acid receptors	2	0.002
tSNE	Hydroxycarboxylic acid receptors	28	0.002
tSNE	Hydroxycarboxylic acid receptors	25	0.002
tSNE	Hydroxycarboxylic acid receptors	22	0.002
tSNE	Hydroxycarboxylic acid receptors	20	0.002
tSNE	Hydroxycarboxylic acid receptors	11	0.002
tSNE	Hydroxycarboxylic acid receptors	33	0.002
tSNE	Hydroxycarboxylic acid receptors	1	0.001
tSNE	Hydroxycarboxylic acid receptors	21	0.001
tSNE	Hydroxycarboxylic acid receptors	16	0.001
tSNE	Hydroxycarboxylic acid receptors	23	0.001
tSNE	Hydroxycarboxylic acid receptors	24	0.001
tSNE	Hydroxycarboxylic acid receptors	14	0.001
tSNE	Hydroxycarboxylic acid receptors	26	0.001
tSNE	Hydroxycarboxylic acid receptors	27	0.001
tSNE	Hydroxycarboxylic acid receptors	13	0.001
tSNE	Hydroxycarboxylic acid receptors	12	0.001
tSNE	Hydroxycarboxylic acid receptors	9	0.001
tSNE	Hydroxycarboxylic acid receptors	18	0.0
tSNE	Hydroxycarboxylic acid receptors	29	0.0
