DimR	Family	Layer	Score
UMAP	5-Hydroxytryptamine receptors	28	0.009
UMAP	5-Hydroxytryptamine receptors	5	0.007
UMAP	5-Hydroxytryptamine receptors	23	0.004
UMAP	5-Hydroxytryptamine receptors	4	0.003
UMAP	5-Hydroxytryptamine receptors	0	0.002
UMAP	5-Hydroxytryptamine receptors	24	0.002
UMAP	5-Hydroxytryptamine receptors	14	0.001
UMAP	5-Hydroxytryptamine receptors	32	0.001
UMAP	5-Hydroxytryptamine receptors	31	0.001
UMAP	5-Hydroxytryptamine receptors	29	0.001
UMAP	5-Hydroxytryptamine receptors	27	0.001
UMAP	5-Hydroxytryptamine receptors	25	0.001
UMAP	5-Hydroxytryptamine receptors	22	0.001
UMAP	5-Hydroxytryptamine receptors	15	0.001
UMAP	5-Hydroxytryptamine receptors	33	0.001
UMAP	5-Hydroxytryptamine receptors	10	0.001
UMAP	5-Hydroxytryptamine receptors	3	0.001
UMAP	5-Hydroxytryptamine receptors	7	0.001
UMAP	5-Hydroxytryptamine receptors	12	0.001
UMAP	5-Hydroxytryptamine receptors	11	0.001
UMAP	5-Hydroxytryptamine receptors	9	0.001
UMAP	5-Hydroxytryptamine receptors	26	0.0
UMAP	5-Hydroxytryptamine receptors	2	0.0
UMAP	5-Hydroxytryptamine receptors	30	0.0
UMAP	5-Hydroxytryptamine receptors	6	0.0
UMAP	5-Hydroxytryptamine receptors	8	0.0
UMAP	5-Hydroxytryptamine receptors	13	0.0
UMAP	5-Hydroxytryptamine receptors	16	0.0
UMAP	5-Hydroxytryptamine receptors	21	0.0
UMAP	5-Hydroxytryptamine receptors	20	0.0
UMAP	5-Hydroxytryptamine receptors	19	0.0
UMAP	5-Hydroxytryptamine receptors	18	0.0
UMAP	5-Hydroxytryptamine receptors	1	0.0
UMAP	5-Hydroxytryptamine receptors	17	0.0
