DimR	Family	Layer	Score
tSNE	Apelin receptor	17	0.012
tSNE	Apelin receptor	7	0.01
tSNE	Apelin receptor	18	0.01
tSNE	Apelin receptor	21	0.009
tSNE	Apelin receptor	3	0.008
tSNE	Apelin receptor	4	0.008
tSNE	Apelin receptor	27	0.008
tSNE	Apelin receptor	32	0.008
tSNE	Apelin receptor	25	0.008
tSNE	Apelin receptor	24	0.008
tSNE	Apelin receptor	14	0.008
tSNE	Apelin receptor	28	0.007
tSNE	Apelin receptor	1	0.007
tSNE	Apelin receptor	23	0.007
tSNE	Apelin receptor	22	0.007
tSNE	Apelin receptor	20	0.007
tSNE	Apelin receptor	26	0.007
tSNE	Apelin receptor	33	0.007
tSNE	Apelin receptor	13	0.007
tSNE	Apelin receptor	11	0.007
tSNE	Apelin receptor	10	0.007
tSNE	Apelin receptor	9	0.007
tSNE	Apelin receptor	5	0.007
tSNE	Apelin receptor	2	0.007
tSNE	Apelin receptor	16	0.006
tSNE	Apelin receptor	19	0.006
tSNE	Apelin receptor	15	0.006
tSNE	Apelin receptor	12	0.006
tSNE	Apelin receptor	8	0.006
tSNE	Apelin receptor	6	0.006
tSNE	Apelin receptor	31	0.006
tSNE	Apelin receptor	0	0.006
tSNE	Apelin receptor	29	0.005
tSNE	Apelin receptor	30	0.005
