DimR	Family	Layer	Score
tSNE	Adenosine receptors	22	0.028
tSNE	Adenosine receptors	32	0.027
tSNE	Adenosine receptors	21	0.022
tSNE	Adenosine receptors	30	0.015
tSNE	Adenosine receptors	29	0.011
tSNE	Adenosine receptors	15	0.01
tSNE	Adenosine receptors	7	0.01
tSNE	Adenosine receptors	16	0.009
tSNE	Adenosine receptors	11	0.006
tSNE	Adenosine receptors	2	0.005
tSNE	Adenosine receptors	31	0.004
tSNE	Adenosine receptors	27	0.004
tSNE	Adenosine receptors	14	0.004
tSNE	Adenosine receptors	3	0.004
tSNE	Adenosine receptors	1	0.004
tSNE	Adenosine receptors	24	0.004
tSNE	Adenosine receptors	8	0.003
tSNE	Adenosine receptors	6	0.003
tSNE	Adenosine receptors	12	0.003
tSNE	Adenosine receptors	19	0.003
tSNE	Adenosine receptors	0	0.003
tSNE	Adenosine receptors	18	0.002
tSNE	Adenosine receptors	17	0.001
tSNE	Adenosine receptors	23	0.0
tSNE	Adenosine receptors	20	0.0
tSNE	Adenosine receptors	25	0.0
tSNE	Adenosine receptors	26	0.0
tSNE	Adenosine receptors	13	0.0
tSNE	Adenosine receptors	28	0.0
tSNE	Adenosine receptors	10	0.0
tSNE	Adenosine receptors	9	0.0
tSNE	Adenosine receptors	5	0.0
tSNE	Adenosine receptors	4	0.0
tSNE	Adenosine receptors	33	0.0
