DimR	Family	Layer	Score
UMAP	Bradykinin receptors	25	0.017
UMAP	Bradykinin receptors	0	0.009
UMAP	Bradykinin receptors	2	0.009
UMAP	Bradykinin receptors	3	0.008
UMAP	Bradykinin receptors	1	0.008
UMAP	Bradykinin receptors	4	0.007
UMAP	Bradykinin receptors	13	0.006
UMAP	Bradykinin receptors	21	0.006
UMAP	Bradykinin receptors	20	0.006
UMAP	Bradykinin receptors	19	0.006
UMAP	Bradykinin receptors	18	0.006
UMAP	Bradykinin receptors	16	0.006
UMAP	Bradykinin receptors	17	0.006
UMAP	Bradykinin receptors	9	0.006
UMAP	Bradykinin receptors	8	0.006
UMAP	Bradykinin receptors	7	0.006
UMAP	Bradykinin receptors	12	0.005
UMAP	Bradykinin receptors	22	0.005
UMAP	Bradykinin receptors	15	0.005
UMAP	Bradykinin receptors	11	0.005
UMAP	Bradykinin receptors	10	0.005
UMAP	Bradykinin receptors	14	0.005
UMAP	Bradykinin receptors	23	0.004
UMAP	Bradykinin receptors	26	0.001
UMAP	Bradykinin receptors	27	0.001
UMAP	Bradykinin receptors	29	0.001
UMAP	Bradykinin receptors	31	0.001
UMAP	Bradykinin receptors	32	0.001
UMAP	Bradykinin receptors	33	0.001
UMAP	Bradykinin receptors	6	0.0
UMAP	Bradykinin receptors	24	0.0
UMAP	Bradykinin receptors	5	0.0
UMAP	Bradykinin receptors	28	0.0
UMAP	Bradykinin receptors	30	0.0
