DimR	Family	Layer	Score
PCA	Urotensin receptor	1	0.013
PCA	Urotensin receptor	2	0.009
PCA	Urotensin receptor	3	0.009
PCA	Urotensin receptor	32	0.009
PCA	Urotensin receptor	31	0.009
PCA	Urotensin receptor	29	0.009
PCA	Urotensin receptor	30	0.008
PCA	Urotensin receptor	25	0.007
PCA	Urotensin receptor	26	0.007
PCA	Urotensin receptor	21	0.007
PCA	Urotensin receptor	27	0.006
PCA	Urotensin receptor	6	0.006
PCA	Urotensin receptor	33	0.005
PCA	Urotensin receptor	5	0.005
PCA	Urotensin receptor	4	0.005
PCA	Urotensin receptor	7	0.004
PCA	Urotensin receptor	18	0.004
PCA	Urotensin receptor	28	0.003
PCA	Urotensin receptor	24	0.003
PCA	Urotensin receptor	23	0.003
PCA	Urotensin receptor	22	0.003
PCA	Urotensin receptor	0	0.003
PCA	Urotensin receptor	20	0.003
PCA	Urotensin receptor	19	0.003
PCA	Urotensin receptor	16	0.003
PCA	Urotensin receptor	15	0.003
PCA	Urotensin receptor	14	0.003
PCA	Urotensin receptor	13	0.003
PCA	Urotensin receptor	12	0.003
PCA	Urotensin receptor	11	0.003
PCA	Urotensin receptor	10	0.003
PCA	Urotensin receptor	9	0.003
PCA	Urotensin receptor	8	0.003
PCA	Urotensin receptor	17	0.003
