DimR	Family	Layer	Score
tSNE	Bile acid receptor	18	0.01
tSNE	Bile acid receptor	8	0.009
tSNE	Bile acid receptor	22	0.008
tSNE	Bile acid receptor	25	0.008
tSNE	Bile acid receptor	4	0.008
tSNE	Bile acid receptor	31	0.008
tSNE	Bile acid receptor	9	0.008
tSNE	Bile acid receptor	10	0.008
tSNE	Bile acid receptor	13	0.008
tSNE	Bile acid receptor	14	0.007
tSNE	Bile acid receptor	20	0.007
tSNE	Bile acid receptor	1	0.007
tSNE	Bile acid receptor	26	0.007
tSNE	Bile acid receptor	27	0.007
tSNE	Bile acid receptor	33	0.007
tSNE	Bile acid receptor	28	0.007
tSNE	Bile acid receptor	23	0.007
tSNE	Bile acid receptor	32	0.007
tSNE	Bile acid receptor	5	0.007
tSNE	Bile acid receptor	3	0.007
tSNE	Bile acid receptor	2	0.007
tSNE	Bile acid receptor	11	0.007
tSNE	Bile acid receptor	24	0.006
tSNE	Bile acid receptor	0	0.006
tSNE	Bile acid receptor	21	0.006
tSNE	Bile acid receptor	19	0.006
tSNE	Bile acid receptor	16	0.006
tSNE	Bile acid receptor	15	0.006
tSNE	Bile acid receptor	12	0.006
tSNE	Bile acid receptor	7	0.006
tSNE	Bile acid receptor	6	0.006
tSNE	Bile acid receptor	29	0.005
tSNE	Bile acid receptor	30	0.005
tSNE	Bile acid receptor	17	0.005
