DimR	Family	Layer	Score
UMAP	Dopamine receptors	2	0.025
UMAP	Dopamine receptors	33	0.023
UMAP	Dopamine receptors	7	0.015
UMAP	Dopamine receptors	9	0.015
UMAP	Dopamine receptors	13	0.013
UMAP	Dopamine receptors	21	0.013
UMAP	Dopamine receptors	20	0.013
UMAP	Dopamine receptors	19	0.013
UMAP	Dopamine receptors	18	0.013
UMAP	Dopamine receptors	16	0.013
UMAP	Dopamine receptors	17	0.013
UMAP	Dopamine receptors	8	0.013
UMAP	Dopamine receptors	11	0.011
UMAP	Dopamine receptors	12	0.011
UMAP	Dopamine receptors	1	0.011
UMAP	Dopamine receptors	22	0.011
UMAP	Dopamine receptors	15	0.011
UMAP	Dopamine receptors	10	0.011
UMAP	Dopamine receptors	14	0.011
UMAP	Dopamine receptors	23	0.01
UMAP	Dopamine receptors	0	0.008
UMAP	Dopamine receptors	25	0.006
UMAP	Dopamine receptors	24	0.005
UMAP	Dopamine receptors	4	0.004
UMAP	Dopamine receptors	6	0.004
UMAP	Dopamine receptors	30	0.004
UMAP	Dopamine receptors	26	0.003
UMAP	Dopamine receptors	27	0.003
UMAP	Dopamine receptors	29	0.003
UMAP	Dopamine receptors	31	0.003
UMAP	Dopamine receptors	32	0.003
UMAP	Dopamine receptors	28	0.002
UMAP	Dopamine receptors	3	0.001
UMAP	Dopamine receptors	5	0.001
