DimR	Family	Layer	Score
tSNE	P2Y receptors	0	0.042
tSNE	P2Y receptors	6	0.042
tSNE	P2Y receptors	10	0.013
tSNE	P2Y receptors	17	0.013
tSNE	P2Y receptors	3	0.008
tSNE	P2Y receptors	1	0.007
tSNE	P2Y receptors	12	0.006
tSNE	P2Y receptors	16	0.005
tSNE	P2Y receptors	15	0.004
tSNE	P2Y receptors	7	0.004
tSNE	P2Y receptors	31	0.004
tSNE	P2Y receptors	18	0.004
tSNE	P2Y receptors	28	0.002
tSNE	P2Y receptors	22	0.002
tSNE	P2Y receptors	20	0.002
tSNE	P2Y receptors	30	0.002
tSNE	P2Y receptors	33	0.002
tSNE	P2Y receptors	27	0.002
tSNE	P2Y receptors	11	0.002
tSNE	P2Y receptors	2	0.002
tSNE	P2Y receptors	14	0.001
tSNE	P2Y receptors	13	0.001
tSNE	P2Y receptors	21	0.001
tSNE	P2Y receptors	24	0.001
tSNE	P2Y receptors	26	0.001
tSNE	P2Y receptors	29	0.0
tSNE	P2Y receptors	32	0.0
tSNE	P2Y receptors	4	0.0
tSNE	P2Y receptors	25	0.0
tSNE	P2Y receptors	23	0.0
tSNE	P2Y receptors	5	0.0
tSNE	P2Y receptors	9	0.0
tSNE	P2Y receptors	8	0.0
tSNE	P2Y receptors	19	0.0
