DimR	Family	Layer	Score
tSNE	Prokineticin receptors	17	0.023
tSNE	Prokineticin receptors	4	0.015
tSNE	Prokineticin receptors	9	0.013
tSNE	Prokineticin receptors	31	0.013
tSNE	Prokineticin receptors	1	0.013
tSNE	Prokineticin receptors	13	0.013
tSNE	Prokineticin receptors	10	0.013
tSNE	Prokineticin receptors	12	0.012
tSNE	Prokineticin receptors	0	0.012
tSNE	Prokineticin receptors	8	0.012
tSNE	Prokineticin receptors	6	0.012
tSNE	Prokineticin receptors	18	0.011
tSNE	Prokineticin receptors	30	0.001
tSNE	Prokineticin receptors	29	0.001
tSNE	Prokineticin receptors	23	0.0
tSNE	Prokineticin receptors	32	0.0
tSNE	Prokineticin receptors	2	0.0
tSNE	Prokineticin receptors	28	0.0
tSNE	Prokineticin receptors	27	0.0
tSNE	Prokineticin receptors	26	0.0
tSNE	Prokineticin receptors	25	0.0
tSNE	Prokineticin receptors	24	0.0
tSNE	Prokineticin receptors	21	0.0
tSNE	Prokineticin receptors	22	0.0
tSNE	Prokineticin receptors	7	0.0
tSNE	Prokineticin receptors	20	0.0
tSNE	Prokineticin receptors	19	0.0
tSNE	Prokineticin receptors	3	0.0
tSNE	Prokineticin receptors	16	0.0
tSNE	Prokineticin receptors	15	0.0
tSNE	Prokineticin receptors	14	0.0
tSNE	Prokineticin receptors	5	0.0
tSNE	Prokineticin receptors	11	0.0
tSNE	Prokineticin receptors	33	0.0
