DimR	Family	Layer	Score
PCA	GABA<sub>B</sub> receptors	23	0.058
PCA	GABA<sub>B</sub> receptors	22	0.057
PCA	GABA<sub>B</sub> receptors	0	0.055
PCA	GABA<sub>B</sub> receptors	28	0.055
PCA	GABA<sub>B</sub> receptors	9	0.055
PCA	GABA<sub>B</sub> receptors	10	0.055
PCA	GABA<sub>B</sub> receptors	11	0.055
PCA	GABA<sub>B</sub> receptors	12	0.053
PCA	GABA<sub>B</sub> receptors	24	0.052
PCA	GABA<sub>B</sub> receptors	20	0.052
PCA	GABA<sub>B</sub> receptors	19	0.052
PCA	GABA<sub>B</sub> receptors	13	0.052
PCA	GABA<sub>B</sub> receptors	8	0.048
PCA	GABA<sub>B</sub> receptors	14	0.047
PCA	GABA<sub>B</sub> receptors	16	0.043
PCA	GABA<sub>B</sub> receptors	17	0.041
PCA	GABA<sub>B</sub> receptors	15	0.039
PCA	GABA<sub>B</sub> receptors	7	0.038
PCA	GABA<sub>B</sub> receptors	18	0.03
PCA	GABA<sub>B</sub> receptors	5	0.025
PCA	GABA<sub>B</sub> receptors	4	0.022
PCA	GABA<sub>B</sub> receptors	33	0.022
PCA	GABA<sub>B</sub> receptors	3	0.018
PCA	GABA<sub>B</sub> receptors	6	0.017
PCA	GABA<sub>B</sub> receptors	27	0.016
PCA	GABA<sub>B</sub> receptors	25	0.016
PCA	GABA<sub>B</sub> receptors	26	0.015
PCA	GABA<sub>B</sub> receptors	21	0.014
PCA	GABA<sub>B</sub> receptors	30	0.013
PCA	GABA<sub>B</sub> receptors	2	0.012
PCA	GABA<sub>B</sub> receptors	29	0.012
PCA	GABA<sub>B</sub> receptors	31	0.012
PCA	GABA<sub>B</sub> receptors	32	0.011
PCA	GABA<sub>B</sub> receptors	1	0.009
