DimR	Family	Layer	Score
tSNE	Tachykinin receptors	0	0.026
tSNE	Tachykinin receptors	6	0.026
tSNE	Tachykinin receptors	22	0.02
tSNE	Tachykinin receptors	8	0.018
tSNE	Tachykinin receptors	16	0.017
tSNE	Tachykinin receptors	7	0.016
tSNE	Tachykinin receptors	18	0.004
tSNE	Tachykinin receptors	24	0.003
tSNE	Tachykinin receptors	12	0.003
tSNE	Tachykinin receptors	32	0.002
tSNE	Tachykinin receptors	28	0.002
tSNE	Tachykinin receptors	26	0.002
tSNE	Tachykinin receptors	20	0.002
tSNE	Tachykinin receptors	1	0.002
tSNE	Tachykinin receptors	33	0.002
tSNE	Tachykinin receptors	5	0.002
tSNE	Tachykinin receptors	11	0.002
tSNE	Tachykinin receptors	14	0.002
tSNE	Tachykinin receptors	4	0.002
tSNE	Tachykinin receptors	2	0.002
tSNE	Tachykinin receptors	31	0.001
tSNE	Tachykinin receptors	13	0.001
tSNE	Tachykinin receptors	19	0.001
tSNE	Tachykinin receptors	10	0.001
tSNE	Tachykinin receptors	21	0.001
tSNE	Tachykinin receptors	9	0.001
tSNE	Tachykinin receptors	23	0.001
tSNE	Tachykinin receptors	25	0.001
tSNE	Tachykinin receptors	27	0.001
tSNE	Tachykinin receptors	3	0.001
tSNE	Tachykinin receptors	15	0.0
tSNE	Tachykinin receptors	30	0.0
tSNE	Tachykinin receptors	29	0.0
tSNE	Tachykinin receptors	17	0.0
