DimR	Family	Layer	Score
tSNE	Metabotropic glutamate receptors	6	0.05
tSNE	Metabotropic glutamate receptors	1	0.044
tSNE	Metabotropic glutamate receptors	3	0.043
tSNE	Metabotropic glutamate receptors	2	0.041
tSNE	Metabotropic glutamate receptors	32	0.041
tSNE	Metabotropic glutamate receptors	18	0.023
tSNE	Metabotropic glutamate receptors	12	0.019
tSNE	Metabotropic glutamate receptors	26	0.017
tSNE	Metabotropic glutamate receptors	25	0.017
tSNE	Metabotropic glutamate receptors	14	0.017
tSNE	Metabotropic glutamate receptors	20	0.014
tSNE	Metabotropic glutamate receptors	4	0.013
tSNE	Metabotropic glutamate receptors	23	0.012
tSNE	Metabotropic glutamate receptors	16	0.007
tSNE	Metabotropic glutamate receptors	8	0.006
tSNE	Metabotropic glutamate receptors	30	0.005
tSNE	Metabotropic glutamate receptors	28	0.004
tSNE	Metabotropic glutamate receptors	22	0.004
tSNE	Metabotropic glutamate receptors	11	0.003
tSNE	Metabotropic glutamate receptors	24	0.002
tSNE	Metabotropic glutamate receptors	13	0.002
tSNE	Metabotropic glutamate receptors	21	0.001
tSNE	Metabotropic glutamate receptors	15	0.001
tSNE	Metabotropic glutamate receptors	7	0.001
tSNE	Metabotropic glutamate receptors	0	0.001
tSNE	Metabotropic glutamate receptors	29	0.0
tSNE	Metabotropic glutamate receptors	31	0.0
tSNE	Metabotropic glutamate receptors	17	0.0
tSNE	Metabotropic glutamate receptors	27	0.0
tSNE	Metabotropic glutamate receptors	19	0.0
tSNE	Metabotropic glutamate receptors	10	0.0
tSNE	Metabotropic glutamate receptors	9	0.0
tSNE	Metabotropic glutamate receptors	5	0.0
tSNE	Metabotropic glutamate receptors	33	0.0
