DimR	Family	Layer	Score
PCA	P2Y receptors	32	0.067
PCA	P2Y receptors	31	0.064
PCA	P2Y receptors	29	0.061
PCA	P2Y receptors	30	0.059
PCA	P2Y receptors	27	0.059
PCA	P2Y receptors	25	0.058
PCA	P2Y receptors	26	0.054
PCA	P2Y receptors	33	0.035
PCA	P2Y receptors	4	0.035
PCA	P2Y receptors	5	0.032
PCA	P2Y receptors	18	0.028
PCA	P2Y receptors	15	0.024
PCA	P2Y receptors	7	0.024
PCA	P2Y receptors	17	0.023
PCA	P2Y receptors	16	0.022
PCA	P2Y receptors	14	0.021
PCA	P2Y receptors	8	0.021
PCA	P2Y receptors	20	0.02
PCA	P2Y receptors	13	0.02
PCA	P2Y receptors	24	0.02
PCA	P2Y receptors	19	0.02
PCA	P2Y receptors	12	0.02
PCA	P2Y receptors	22	0.019
PCA	P2Y receptors	23	0.019
PCA	P2Y receptors	11	0.019
PCA	P2Y receptors	10	0.019
PCA	P2Y receptors	9	0.019
PCA	P2Y receptors	28	0.019
PCA	P2Y receptors	0	0.019
PCA	P2Y receptors	3	0.017
PCA	P2Y receptors	1	0.006
PCA	P2Y receptors	21	0.002
PCA	P2Y receptors	6	0.001
PCA	P2Y receptors	2	0.001
