DimR	Family	Layer	Score
tSNE	Adhesion Class GPCRs	3	0.056
tSNE	Adhesion Class GPCRs	2	0.053
tSNE	Adhesion Class GPCRs	4	0.049
tSNE	Adhesion Class GPCRs	16	0.034
tSNE	Adhesion Class GPCRs	6	0.034
tSNE	Adhesion Class GPCRs	1	0.028
tSNE	Adhesion Class GPCRs	8	0.014
tSNE	Adhesion Class GPCRs	9	0.013
tSNE	Adhesion Class GPCRs	32	0.011
tSNE	Adhesion Class GPCRs	5	0.01
tSNE	Adhesion Class GPCRs	11	0.01
tSNE	Adhesion Class GPCRs	20	0.01
tSNE	Adhesion Class GPCRs	7	0.007
tSNE	Adhesion Class GPCRs	0	0.006
tSNE	Adhesion Class GPCRs	12	0.005
tSNE	Adhesion Class GPCRs	30	0.004
tSNE	Adhesion Class GPCRs	17	0.004
tSNE	Adhesion Class GPCRs	14	0.004
tSNE	Adhesion Class GPCRs	10	0.001
tSNE	Adhesion Class GPCRs	31	0.001
tSNE	Adhesion Class GPCRs	13	0.001
tSNE	Adhesion Class GPCRs	23	0.001
tSNE	Adhesion Class GPCRs	18	0.001
tSNE	Adhesion Class GPCRs	15	0.0
tSNE	Adhesion Class GPCRs	27	0.0
tSNE	Adhesion Class GPCRs	29	0.0
tSNE	Adhesion Class GPCRs	28	0.0
tSNE	Adhesion Class GPCRs	25	0.0
tSNE	Adhesion Class GPCRs	26	0.0
tSNE	Adhesion Class GPCRs	24	0.0
tSNE	Adhesion Class GPCRs	22	0.0
tSNE	Adhesion Class GPCRs	21	0.0
tSNE	Adhesion Class GPCRs	19	0.0
tSNE	Adhesion Class GPCRs	33	0.0
