DimR	Family	Layer	Score
PCA	Chemerin receptor	29	0.009
PCA	Chemerin receptor	32	0.009
PCA	Chemerin receptor	31	0.009
PCA	Chemerin receptor	30	0.008
PCA	Chemerin receptor	25	0.008
PCA	Chemerin receptor	26	0.008
PCA	Chemerin receptor	27	0.008
PCA	Chemerin receptor	21	0.007
PCA	Chemerin receptor	2	0.006
PCA	Chemerin receptor	3	0.006
PCA	Chemerin receptor	6	0.006
PCA	Chemerin receptor	33	0.005
PCA	Chemerin receptor	5	0.005
PCA	Chemerin receptor	4	0.005
PCA	Chemerin receptor	7	0.004
PCA	Chemerin receptor	1	0.004
PCA	Chemerin receptor	18	0.004
PCA	Chemerin receptor	28	0.003
PCA	Chemerin receptor	24	0.003
PCA	Chemerin receptor	23	0.003
PCA	Chemerin receptor	22	0.003
PCA	Chemerin receptor	0	0.003
PCA	Chemerin receptor	20	0.003
PCA	Chemerin receptor	19	0.003
PCA	Chemerin receptor	16	0.003
PCA	Chemerin receptor	15	0.003
PCA	Chemerin receptor	14	0.003
PCA	Chemerin receptor	13	0.003
PCA	Chemerin receptor	12	0.003
PCA	Chemerin receptor	11	0.003
PCA	Chemerin receptor	10	0.003
PCA	Chemerin receptor	9	0.003
PCA	Chemerin receptor	8	0.003
PCA	Chemerin receptor	17	0.003
