DimR	Family	Layer	Score
UMAP	Tachykinin receptors	25	0.018
UMAP	Tachykinin receptors	30	0.016
UMAP	Tachykinin receptors	33	0.015
UMAP	Tachykinin receptors	32	0.014
UMAP	Tachykinin receptors	31	0.014
UMAP	Tachykinin receptors	29	0.014
UMAP	Tachykinin receptors	27	0.014
UMAP	Tachykinin receptors	26	0.014
UMAP	Tachykinin receptors	3	0.012
UMAP	Tachykinin receptors	16	0.008
UMAP	Tachykinin receptors	18	0.008
UMAP	Tachykinin receptors	20	0.008
UMAP	Tachykinin receptors	12	0.007
UMAP	Tachykinin receptors	15	0.007
UMAP	Tachykinin receptors	11	0.007
UMAP	Tachykinin receptors	22	0.007
UMAP	Tachykinin receptors	10	0.007
UMAP	Tachykinin receptors	14	0.006
UMAP	Tachykinin receptors	23	0.006
UMAP	Tachykinin receptors	24	0.004
UMAP	Tachykinin receptors	21	0.004
UMAP	Tachykinin receptors	17	0.004
UMAP	Tachykinin receptors	19	0.004
UMAP	Tachykinin receptors	13	0.004
UMAP	Tachykinin receptors	8	0.003
UMAP	Tachykinin receptors	9	0.002
UMAP	Tachykinin receptors	7	0.002
UMAP	Tachykinin receptors	5	0.002
UMAP	Tachykinin receptors	28	0.001
UMAP	Tachykinin receptors	4	0.001
UMAP	Tachykinin receptors	1	0.0
UMAP	Tachykinin receptors	6	0.0
UMAP	Tachykinin receptors	2	0.0
UMAP	Tachykinin receptors	0	0.0
