DimR	Family	Layer	Score
UMAP	Formylpeptide receptors	6	0.011
UMAP	Formylpeptide receptors	0	0.009
UMAP	Formylpeptide receptors	2	0.009
UMAP	Formylpeptide receptors	3	0.008
UMAP	Formylpeptide receptors	1	0.008
UMAP	Formylpeptide receptors	4	0.007
UMAP	Formylpeptide receptors	13	0.006
UMAP	Formylpeptide receptors	21	0.006
UMAP	Formylpeptide receptors	20	0.006
UMAP	Formylpeptide receptors	19	0.006
UMAP	Formylpeptide receptors	18	0.006
UMAP	Formylpeptide receptors	16	0.006
UMAP	Formylpeptide receptors	17	0.006
UMAP	Formylpeptide receptors	9	0.006
UMAP	Formylpeptide receptors	8	0.006
UMAP	Formylpeptide receptors	7	0.006
UMAP	Formylpeptide receptors	12	0.005
UMAP	Formylpeptide receptors	22	0.005
UMAP	Formylpeptide receptors	15	0.005
UMAP	Formylpeptide receptors	11	0.005
UMAP	Formylpeptide receptors	10	0.005
UMAP	Formylpeptide receptors	14	0.005
UMAP	Formylpeptide receptors	23	0.004
UMAP	Formylpeptide receptors	26	0.001
UMAP	Formylpeptide receptors	27	0.001
UMAP	Formylpeptide receptors	29	0.001
UMAP	Formylpeptide receptors	31	0.001
UMAP	Formylpeptide receptors	32	0.001
UMAP	Formylpeptide receptors	33	0.001
UMAP	Formylpeptide receptors	5	0.0
UMAP	Formylpeptide receptors	24	0.0
UMAP	Formylpeptide receptors	25	0.0
UMAP	Formylpeptide receptors	28	0.0
UMAP	Formylpeptide receptors	30	0.0
