DimR	Family	Layer	Score
PCA	Formylpeptide receptors	32	0.018
PCA	Formylpeptide receptors	31	0.018
PCA	Formylpeptide receptors	29	0.017
PCA	Formylpeptide receptors	30	0.016
PCA	Formylpeptide receptors	27	0.016
PCA	Formylpeptide receptors	25	0.016
PCA	Formylpeptide receptors	26	0.015
PCA	Formylpeptide receptors	21	0.014
PCA	Formylpeptide receptors	3	0.012
PCA	Formylpeptide receptors	33	0.01
PCA	Formylpeptide receptors	4	0.01
PCA	Formylpeptide receptors	5	0.009
PCA	Formylpeptide receptors	1	0.009
PCA	Formylpeptide receptors	18	0.008
PCA	Formylpeptide receptors	15	0.007
PCA	Formylpeptide receptors	17	0.007
PCA	Formylpeptide receptors	7	0.007
PCA	Formylpeptide receptors	16	0.006
PCA	Formylpeptide receptors	24	0.006
PCA	Formylpeptide receptors	8	0.006
PCA	Formylpeptide receptors	28	0.006
PCA	Formylpeptide receptors	9	0.006
PCA	Formylpeptide receptors	10	0.006
PCA	Formylpeptide receptors	14	0.006
PCA	Formylpeptide receptors	11	0.006
PCA	Formylpeptide receptors	22	0.006
PCA	Formylpeptide receptors	12	0.006
PCA	Formylpeptide receptors	20	0.006
PCA	Formylpeptide receptors	19	0.006
PCA	Formylpeptide receptors	13	0.006
PCA	Formylpeptide receptors	0	0.006
PCA	Formylpeptide receptors	23	0.005
PCA	Formylpeptide receptors	6	0.0
PCA	Formylpeptide receptors	2	0.0
