DimR	Family	Layer	Score
UMAP	Kisspeptin receptor	32	0.012
UMAP	Kisspeptin receptor	27	0.012
UMAP	Kisspeptin receptor	26	0.012
UMAP	Kisspeptin receptor	33	0.011
UMAP	Kisspeptin receptor	31	0.011
UMAP	Kisspeptin receptor	29	0.011
UMAP	Kisspeptin receptor	30	0.01
UMAP	Kisspeptin receptor	25	0.009
UMAP	Kisspeptin receptor	28	0.008
UMAP	Kisspeptin receptor	5	0.007
UMAP	Kisspeptin receptor	24	0.006
UMAP	Kisspeptin receptor	6	0.006
UMAP	Kisspeptin receptor	0	0.005
UMAP	Kisspeptin receptor	2	0.005
UMAP	Kisspeptin receptor	3	0.004
UMAP	Kisspeptin receptor	1	0.004
UMAP	Kisspeptin receptor	4	0.004
UMAP	Kisspeptin receptor	13	0.003
UMAP	Kisspeptin receptor	12	0.003
UMAP	Kisspeptin receptor	7	0.003
UMAP	Kisspeptin receptor	8	0.003
UMAP	Kisspeptin receptor	9	0.003
UMAP	Kisspeptin receptor	10	0.003
UMAP	Kisspeptin receptor	11	0.003
UMAP	Kisspeptin receptor	17	0.003
UMAP	Kisspeptin receptor	14	0.003
UMAP	Kisspeptin receptor	22	0.003
UMAP	Kisspeptin receptor	21	0.003
UMAP	Kisspeptin receptor	20	0.003
UMAP	Kisspeptin receptor	19	0.003
UMAP	Kisspeptin receptor	18	0.003
UMAP	Kisspeptin receptor	16	0.003
UMAP	Kisspeptin receptor	15	0.003
UMAP	Kisspeptin receptor	23	0.002
