DimR	Family	Layer	Score
UMAP	Hydroxycarboxylic acid receptors	33	0.032
UMAP	Hydroxycarboxylic acid receptors	24	0.017
UMAP	Hydroxycarboxylic acid receptors	0	0.013
UMAP	Hydroxycarboxylic acid receptors	2	0.013
UMAP	Hydroxycarboxylic acid receptors	3	0.012
UMAP	Hydroxycarboxylic acid receptors	1	0.012
UMAP	Hydroxycarboxylic acid receptors	4	0.01
UMAP	Hydroxycarboxylic acid receptors	7	0.009
UMAP	Hydroxycarboxylic acid receptors	9	0.009
UMAP	Hydroxycarboxylic acid receptors	16	0.008
UMAP	Hydroxycarboxylic acid receptors	21	0.008
UMAP	Hydroxycarboxylic acid receptors	20	0.008
UMAP	Hydroxycarboxylic acid receptors	19	0.008
UMAP	Hydroxycarboxylic acid receptors	18	0.008
UMAP	Hydroxycarboxylic acid receptors	17	0.008
UMAP	Hydroxycarboxylic acid receptors	8	0.008
UMAP	Hydroxycarboxylic acid receptors	13	0.008
UMAP	Hydroxycarboxylic acid receptors	26	0.007
UMAP	Hydroxycarboxylic acid receptors	15	0.007
UMAP	Hydroxycarboxylic acid receptors	22	0.007
UMAP	Hydroxycarboxylic acid receptors	14	0.007
UMAP	Hydroxycarboxylic acid receptors	10	0.007
UMAP	Hydroxycarboxylic acid receptors	11	0.007
UMAP	Hydroxycarboxylic acid receptors	12	0.007
UMAP	Hydroxycarboxylic acid receptors	23	0.006
UMAP	Hydroxycarboxylic acid receptors	27	0.006
UMAP	Hydroxycarboxylic acid receptors	29	0.006
UMAP	Hydroxycarboxylic acid receptors	31	0.006
UMAP	Hydroxycarboxylic acid receptors	32	0.006
UMAP	Hydroxycarboxylic acid receptors	30	0.005
UMAP	Hydroxycarboxylic acid receptors	25	0.003
UMAP	Hydroxycarboxylic acid receptors	28	0.002
UMAP	Hydroxycarboxylic acid receptors	5	0.002
UMAP	Hydroxycarboxylic acid receptors	6	0.0
