DimR	Family	Layer	Score
UMAP	GABA<sub>B</sub> receptors	7	0.044
UMAP	GABA<sub>B</sub> receptors	4	0.036
UMAP	GABA<sub>B</sub> receptors	1	0.028
UMAP	GABA<sub>B</sub> receptors	3	0.028
UMAP	GABA<sub>B</sub> receptors	0	0.025
UMAP	GABA<sub>B</sub> receptors	2	0.025
UMAP	GABA<sub>B</sub> receptors	23	0.021
UMAP	GABA<sub>B</sub> receptors	6	0.019
UMAP	GABA<sub>B</sub> receptors	10	0.014
UMAP	GABA<sub>B</sub> receptors	11	0.014
UMAP	GABA<sub>B</sub> receptors	12	0.014
UMAP	GABA<sub>B</sub> receptors	28	0.013
UMAP	GABA<sub>B</sub> receptors	32	0.01
UMAP	GABA<sub>B</sub> receptors	31	0.01
UMAP	GABA<sub>B</sub> receptors	26	0.01
UMAP	GABA<sub>B</sub> receptors	33	0.01
UMAP	GABA<sub>B</sub> receptors	16	0.009
UMAP	GABA<sub>B</sub> receptors	21	0.009
UMAP	GABA<sub>B</sub> receptors	8	0.009
UMAP	GABA<sub>B</sub> receptors	13	0.009
UMAP	GABA<sub>B</sub> receptors	17	0.009
UMAP	GABA<sub>B</sub> receptors	20	0.009
UMAP	GABA<sub>B</sub> receptors	19	0.009
UMAP	GABA<sub>B</sub> receptors	18	0.009
UMAP	GABA<sub>B</sub> receptors	22	0.005
UMAP	GABA<sub>B</sub> receptors	14	0.005
UMAP	GABA<sub>B</sub> receptors	15	0.005
UMAP	GABA<sub>B</sub> receptors	9	0.005
UMAP	GABA<sub>B</sub> receptors	27	0.001
UMAP	GABA<sub>B</sub> receptors	29	0.001
UMAP	GABA<sub>B</sub> receptors	24	0.0
UMAP	GABA<sub>B</sub> receptors	30	0.0
UMAP	GABA<sub>B</sub> receptors	5	0.0
UMAP	GABA<sub>B</sub> receptors	25	0.0
