DimR	Family	Layer	Score
UMAP	Somatostatin receptors	0	0.021
UMAP	Somatostatin receptors	1	0.019
UMAP	Somatostatin receptors	4	0.016
UMAP	Somatostatin receptors	7	0.015
UMAP	Somatostatin receptors	9	0.015
UMAP	Somatostatin receptors	13	0.013
UMAP	Somatostatin receptors	21	0.013
UMAP	Somatostatin receptors	20	0.013
UMAP	Somatostatin receptors	19	0.013
UMAP	Somatostatin receptors	18	0.013
UMAP	Somatostatin receptors	16	0.013
UMAP	Somatostatin receptors	17	0.013
UMAP	Somatostatin receptors	8	0.013
UMAP	Somatostatin receptors	12	0.011
UMAP	Somatostatin receptors	22	0.011
UMAP	Somatostatin receptors	14	0.011
UMAP	Somatostatin receptors	15	0.011
UMAP	Somatostatin receptors	10	0.011
UMAP	Somatostatin receptors	11	0.011
UMAP	Somatostatin receptors	23	0.01
UMAP	Somatostatin receptors	5	0.01
UMAP	Somatostatin receptors	6	0.005
UMAP	Somatostatin receptors	24	0.005
UMAP	Somatostatin receptors	2	0.002
UMAP	Somatostatin receptors	28	0.002
UMAP	Somatostatin receptors	3	0.001
UMAP	Somatostatin receptors	25	0.0
UMAP	Somatostatin receptors	26	0.0
UMAP	Somatostatin receptors	27	0.0
UMAP	Somatostatin receptors	29	0.0
UMAP	Somatostatin receptors	30	0.0
UMAP	Somatostatin receptors	31	0.0
UMAP	Somatostatin receptors	32	0.0
UMAP	Somatostatin receptors	33	0.0
