DimR	Family	Layer	Score
UMAP	Class A Orphans	3	0.024
UMAP	Class A Orphans	1	0.01
UMAP	Class A Orphans	33	0.009
UMAP	Class A Orphans	2	0.009
UMAP	Class A Orphans	8	0.006
UMAP	Class A Orphans	23	0.006
UMAP	Class A Orphans	14	0.006
UMAP	Class A Orphans	0	0.006
UMAP	Class A Orphans	4	0.006
UMAP	Class A Orphans	21	0.005
UMAP	Class A Orphans	16	0.005
UMAP	Class A Orphans	22	0.005
UMAP	Class A Orphans	20	0.005
UMAP	Class A Orphans	19	0.005
UMAP	Class A Orphans	18	0.005
UMAP	Class A Orphans	17	0.005
UMAP	Class A Orphans	15	0.005
UMAP	Class A Orphans	13	0.005
UMAP	Class A Orphans	12	0.005
UMAP	Class A Orphans	11	0.005
UMAP	Class A Orphans	10	0.005
UMAP	Class A Orphans	26	0.004
UMAP	Class A Orphans	32	0.004
UMAP	Class A Orphans	9	0.003
UMAP	Class A Orphans	31	0.003
UMAP	Class A Orphans	30	0.003
UMAP	Class A Orphans	7	0.002
UMAP	Class A Orphans	5	0.002
UMAP	Class A Orphans	28	0.001
UMAP	Class A Orphans	24	0.001
UMAP	Class A Orphans	27	0.0
UMAP	Class A Orphans	29	0.0
UMAP	Class A Orphans	6	0.0
UMAP	Class A Orphans	25	0.0
