DimR	Family	Layer	Score
UMAP	Cannabinoid receptors	6	0.011
UMAP	Cannabinoid receptors	4	0.007
UMAP	Cannabinoid receptors	17	0.006
UMAP	Cannabinoid receptors	9	0.006
UMAP	Cannabinoid receptors	21	0.006
UMAP	Cannabinoid receptors	20	0.006
UMAP	Cannabinoid receptors	19	0.006
UMAP	Cannabinoid receptors	18	0.006
UMAP	Cannabinoid receptors	16	0.006
UMAP	Cannabinoid receptors	13	0.006
UMAP	Cannabinoid receptors	8	0.006
UMAP	Cannabinoid receptors	7	0.006
UMAP	Cannabinoid receptors	10	0.005
UMAP	Cannabinoid receptors	11	0.005
UMAP	Cannabinoid receptors	12	0.005
UMAP	Cannabinoid receptors	14	0.005
UMAP	Cannabinoid receptors	15	0.005
UMAP	Cannabinoid receptors	22	0.005
UMAP	Cannabinoid receptors	23	0.004
UMAP	Cannabinoid receptors	1	0.002
UMAP	Cannabinoid receptors	3	0.002
UMAP	Cannabinoid receptors	26	0.001
UMAP	Cannabinoid receptors	31	0.001
UMAP	Cannabinoid receptors	32	0.001
UMAP	Cannabinoid receptors	29	0.001
UMAP	Cannabinoid receptors	27	0.001
UMAP	Cannabinoid receptors	0	0.001
UMAP	Cannabinoid receptors	2	0.001
UMAP	Cannabinoid receptors	33	0.001
UMAP	Cannabinoid receptors	25	0.0
UMAP	Cannabinoid receptors	28	0.0
UMAP	Cannabinoid receptors	24	0.0
UMAP	Cannabinoid receptors	30	0.0
UMAP	Cannabinoid receptors	5	0.0
