DimR	Family	Layer	Score
tSNE	Kisspeptin receptor	7	0.01
tSNE	Kisspeptin receptor	18	0.01
tSNE	Kisspeptin receptor	0	0.009
tSNE	Kisspeptin receptor	8	0.009
tSNE	Kisspeptin receptor	31	0.008
tSNE	Kisspeptin receptor	3	0.008
tSNE	Kisspeptin receptor	9	0.008
tSNE	Kisspeptin receptor	10	0.008
tSNE	Kisspeptin receptor	25	0.008
tSNE	Kisspeptin receptor	13	0.008
tSNE	Kisspeptin receptor	22	0.008
tSNE	Kisspeptin receptor	28	0.007
tSNE	Kisspeptin receptor	27	0.007
tSNE	Kisspeptin receptor	32	0.007
tSNE	Kisspeptin receptor	26	0.007
tSNE	Kisspeptin receptor	23	0.007
tSNE	Kisspeptin receptor	20	0.007
tSNE	Kisspeptin receptor	33	0.007
tSNE	Kisspeptin receptor	1	0.007
tSNE	Kisspeptin receptor	14	0.007
tSNE	Kisspeptin receptor	11	0.007
tSNE	Kisspeptin receptor	5	0.007
tSNE	Kisspeptin receptor	4	0.007
tSNE	Kisspeptin receptor	2	0.007
tSNE	Kisspeptin receptor	19	0.006
tSNE	Kisspeptin receptor	16	0.006
tSNE	Kisspeptin receptor	21	0.006
tSNE	Kisspeptin receptor	15	0.006
tSNE	Kisspeptin receptor	24	0.006
tSNE	Kisspeptin receptor	12	0.006
tSNE	Kisspeptin receptor	6	0.006
tSNE	Kisspeptin receptor	29	0.005
tSNE	Kisspeptin receptor	30	0.005
tSNE	Kisspeptin receptor	17	0.005
