DimR	Family	Layer	Score
PCA	Succinate receptor	29	0.009
PCA	Succinate receptor	6	0.009
PCA	Succinate receptor	32	0.009
PCA	Succinate receptor	31	0.009
PCA	Succinate receptor	30	0.008
PCA	Succinate receptor	25	0.008
PCA	Succinate receptor	26	0.008
PCA	Succinate receptor	27	0.008
PCA	Succinate receptor	21	0.007
PCA	Succinate receptor	2	0.006
PCA	Succinate receptor	3	0.006
PCA	Succinate receptor	33	0.005
PCA	Succinate receptor	5	0.005
PCA	Succinate receptor	4	0.005
PCA	Succinate receptor	7	0.004
PCA	Succinate receptor	1	0.004
PCA	Succinate receptor	18	0.004
PCA	Succinate receptor	28	0.003
PCA	Succinate receptor	24	0.003
PCA	Succinate receptor	23	0.003
PCA	Succinate receptor	22	0.003
PCA	Succinate receptor	0	0.003
PCA	Succinate receptor	20	0.003
PCA	Succinate receptor	19	0.003
PCA	Succinate receptor	16	0.003
PCA	Succinate receptor	15	0.003
PCA	Succinate receptor	14	0.003
PCA	Succinate receptor	13	0.003
PCA	Succinate receptor	12	0.003
PCA	Succinate receptor	11	0.003
PCA	Succinate receptor	10	0.003
PCA	Succinate receptor	9	0.003
PCA	Succinate receptor	8	0.003
PCA	Succinate receptor	17	0.003
