DimR	Family	Layer	Score
tSNE	Oxoglutarate receptor	18	0.01
tSNE	Oxoglutarate receptor	8	0.009
tSNE	Oxoglutarate receptor	22	0.008
tSNE	Oxoglutarate receptor	3	0.008
tSNE	Oxoglutarate receptor	25	0.008
tSNE	Oxoglutarate receptor	31	0.008
tSNE	Oxoglutarate receptor	9	0.008
tSNE	Oxoglutarate receptor	10	0.008
tSNE	Oxoglutarate receptor	13	0.008
tSNE	Oxoglutarate receptor	14	0.007
tSNE	Oxoglutarate receptor	20	0.007
tSNE	Oxoglutarate receptor	1	0.007
tSNE	Oxoglutarate receptor	26	0.007
tSNE	Oxoglutarate receptor	27	0.007
tSNE	Oxoglutarate receptor	33	0.007
tSNE	Oxoglutarate receptor	28	0.007
tSNE	Oxoglutarate receptor	23	0.007
tSNE	Oxoglutarate receptor	32	0.007
tSNE	Oxoglutarate receptor	5	0.007
tSNE	Oxoglutarate receptor	4	0.007
tSNE	Oxoglutarate receptor	2	0.007
tSNE	Oxoglutarate receptor	11	0.007
tSNE	Oxoglutarate receptor	24	0.006
tSNE	Oxoglutarate receptor	0	0.006
tSNE	Oxoglutarate receptor	21	0.006
tSNE	Oxoglutarate receptor	19	0.006
tSNE	Oxoglutarate receptor	16	0.006
tSNE	Oxoglutarate receptor	15	0.006
tSNE	Oxoglutarate receptor	12	0.006
tSNE	Oxoglutarate receptor	7	0.006
tSNE	Oxoglutarate receptor	6	0.006
tSNE	Oxoglutarate receptor	29	0.005
tSNE	Oxoglutarate receptor	30	0.005
tSNE	Oxoglutarate receptor	17	0.005
