DimR	Family	Layer	Score
tSNE	Corticotropin-releasing factor receptors	18	0.019
tSNE	Corticotropin-releasing factor receptors	0	0.018
tSNE	Corticotropin-releasing factor receptors	12	0.017
tSNE	Corticotropin-releasing factor receptors	1	0.016
tSNE	Corticotropin-releasing factor receptors	14	0.016
tSNE	Corticotropin-releasing factor receptors	24	0.016
tSNE	Corticotropin-releasing factor receptors	32	0.015
tSNE	Corticotropin-releasing factor receptors	3	0.015
tSNE	Corticotropin-releasing factor receptors	2	0.015
tSNE	Corticotropin-releasing factor receptors	28	0.015
tSNE	Corticotropin-releasing factor receptors	11	0.015
tSNE	Corticotropin-releasing factor receptors	22	0.014
tSNE	Corticotropin-releasing factor receptors	5	0.014
tSNE	Corticotropin-releasing factor receptors	9	0.013
tSNE	Corticotropin-releasing factor receptors	10	0.013
tSNE	Corticotropin-releasing factor receptors	13	0.013
tSNE	Corticotropin-releasing factor receptors	8	0.012
tSNE	Corticotropin-releasing factor receptors	16	0.012
tSNE	Corticotropin-releasing factor receptors	7	0.011
tSNE	Corticotropin-releasing factor receptors	15	0.011
tSNE	Corticotropin-releasing factor receptors	30	0.001
tSNE	Corticotropin-releasing factor receptors	29	0.001
tSNE	Corticotropin-releasing factor receptors	17	0.001
tSNE	Corticotropin-releasing factor receptors	23	0.0
tSNE	Corticotropin-releasing factor receptors	21	0.0
tSNE	Corticotropin-releasing factor receptors	25	0.0
tSNE	Corticotropin-releasing factor receptors	26	0.0
tSNE	Corticotropin-releasing factor receptors	27	0.0
tSNE	Corticotropin-releasing factor receptors	20	0.0
tSNE	Corticotropin-releasing factor receptors	19	0.0
tSNE	Corticotropin-releasing factor receptors	6	0.0
tSNE	Corticotropin-releasing factor receptors	31	0.0
tSNE	Corticotropin-releasing factor receptors	4	0.0
tSNE	Corticotropin-releasing factor receptors	33	0.0
