DimR	Family	Layer	Score
tSNE	Endothelin receptors	18	0.019
tSNE	Endothelin receptors	0	0.018
tSNE	Endothelin receptors	6	0.018
tSNE	Endothelin receptors	12	0.017
tSNE	Endothelin receptors	25	0.016
tSNE	Endothelin receptors	1	0.016
tSNE	Endothelin receptors	28	0.015
tSNE	Endothelin receptors	27	0.015
tSNE	Endothelin receptors	33	0.015
tSNE	Endothelin receptors	4	0.014
tSNE	Endothelin receptors	13	0.013
tSNE	Endothelin receptors	31	0.013
tSNE	Endothelin receptors	3	0.013
tSNE	Endothelin receptors	26	0.013
tSNE	Endothelin receptors	8	0.012
tSNE	Endothelin receptors	16	0.012
tSNE	Endothelin receptors	19	0.012
tSNE	Endothelin receptors	15	0.011
tSNE	Endothelin receptors	7	0.011
tSNE	Endothelin receptors	29	0.01
tSNE	Endothelin receptors	17	0.009
tSNE	Endothelin receptors	30	0.009
tSNE	Endothelin receptors	32	0.0
tSNE	Endothelin receptors	2	0.0
tSNE	Endothelin receptors	9	0.0
tSNE	Endothelin receptors	24	0.0
tSNE	Endothelin receptors	23	0.0
tSNE	Endothelin receptors	22	0.0
tSNE	Endothelin receptors	10	0.0
tSNE	Endothelin receptors	20	0.0
tSNE	Endothelin receptors	5	0.0
tSNE	Endothelin receptors	14	0.0
tSNE	Endothelin receptors	11	0.0
tSNE	Endothelin receptors	21	0.0
