DimR	Family	Layer	Score
UMAP	Orexin receptors	0	0.025
UMAP	Orexin receptors	23	0.021
UMAP	Orexin receptors	25	0.017
UMAP	Orexin receptors	22	0.014
UMAP	Orexin receptors	10	0.014
UMAP	Orexin receptors	11	0.014
UMAP	Orexin receptors	12	0.014
UMAP	Orexin receptors	15	0.014
UMAP	Orexin receptors	14	0.013
UMAP	Orexin receptors	21	0.009
UMAP	Orexin receptors	20	0.009
UMAP	Orexin receptors	19	0.009
UMAP	Orexin receptors	18	0.009
UMAP	Orexin receptors	16	0.009
UMAP	Orexin receptors	17	0.009
UMAP	Orexin receptors	13	0.009
UMAP	Orexin receptors	8	0.009
UMAP	Orexin receptors	7	0.006
UMAP	Orexin receptors	9	0.005
UMAP	Orexin receptors	4	0.004
UMAP	Orexin receptors	1	0.002
UMAP	Orexin receptors	3	0.002
UMAP	Orexin receptors	27	0.001
UMAP	Orexin receptors	32	0.001
UMAP	Orexin receptors	31	0.001
UMAP	Orexin receptors	29	0.001
UMAP	Orexin receptors	33	0.001
UMAP	Orexin receptors	26	0.001
UMAP	Orexin receptors	2	0.001
UMAP	Orexin receptors	28	0.0
UMAP	Orexin receptors	30	0.0
UMAP	Orexin receptors	5	0.0
UMAP	Orexin receptors	6	0.0
UMAP	Orexin receptors	24	0.0
