DimR	Family	Layer	Score
tSNE	Relaxin family peptide receptors	17	0.045
tSNE	Relaxin family peptide receptors	0	0.035
tSNE	Relaxin family peptide receptors	1	0.03
tSNE	Relaxin family peptide receptors	9	0.03
tSNE	Relaxin family peptide receptors	2	0.028
tSNE	Relaxin family peptide receptors	4	0.026
tSNE	Relaxin family peptide receptors	30	0.015
tSNE	Relaxin family peptide receptors	7	0.01
tSNE	Relaxin family peptide receptors	6	0.009
tSNE	Relaxin family peptide receptors	16	0.009
tSNE	Relaxin family peptide receptors	12	0.008
tSNE	Relaxin family peptide receptors	25	0.007
tSNE	Relaxin family peptide receptors	24	0.007
tSNE	Relaxin family peptide receptors	13	0.007
tSNE	Relaxin family peptide receptors	14	0.007
tSNE	Relaxin family peptide receptors	27	0.006
tSNE	Relaxin family peptide receptors	3	0.006
tSNE	Relaxin family peptide receptors	33	0.006
tSNE	Relaxin family peptide receptors	11	0.006
tSNE	Relaxin family peptide receptors	5	0.006
tSNE	Relaxin family peptide receptors	20	0.005
tSNE	Relaxin family peptide receptors	22	0.005
tSNE	Relaxin family peptide receptors	28	0.005
tSNE	Relaxin family peptide receptors	32	0.005
tSNE	Relaxin family peptide receptors	23	0.004
tSNE	Relaxin family peptide receptors	31	0.004
tSNE	Relaxin family peptide receptors	21	0.003
tSNE	Relaxin family peptide receptors	8	0.003
tSNE	Relaxin family peptide receptors	18	0.002
tSNE	Relaxin family peptide receptors	15	0.001
tSNE	Relaxin family peptide receptors	29	0.001
tSNE	Relaxin family peptide receptors	19	0.0
tSNE	Relaxin family peptide receptors	10	0.0
tSNE	Relaxin family peptide receptors	26	0.0
