DimR	Family	Layer	Score
UMAP	Melanocortin receptors	25	0.029
UMAP	Melanocortin receptors	29	0.023
UMAP	Melanocortin receptors	27	0.023
UMAP	Melanocortin receptors	0	0.021
UMAP	Melanocortin receptors	2	0.021
UMAP	Melanocortin receptors	1	0.019
UMAP	Melanocortin receptors	4	0.016
UMAP	Melanocortin receptors	7	0.015
UMAP	Melanocortin receptors	9	0.015
UMAP	Melanocortin receptors	16	0.013
UMAP	Melanocortin receptors	21	0.013
UMAP	Melanocortin receptors	20	0.013
UMAP	Melanocortin receptors	19	0.013
UMAP	Melanocortin receptors	18	0.013
UMAP	Melanocortin receptors	17	0.013
UMAP	Melanocortin receptors	13	0.013
UMAP	Melanocortin receptors	8	0.013
UMAP	Melanocortin receptors	15	0.011
UMAP	Melanocortin receptors	12	0.011
UMAP	Melanocortin receptors	11	0.011
UMAP	Melanocortin receptors	10	0.011
UMAP	Melanocortin receptors	22	0.011
UMAP	Melanocortin receptors	14	0.011
UMAP	Melanocortin receptors	23	0.01
UMAP	Melanocortin receptors	5	0.009
UMAP	Melanocortin receptors	28	0.008
UMAP	Melanocortin receptors	26	0.007
UMAP	Melanocortin receptors	31	0.006
UMAP	Melanocortin receptors	32	0.006
UMAP	Melanocortin receptors	33	0.006
UMAP	Melanocortin receptors	6	0.005
UMAP	Melanocortin receptors	30	0.004
UMAP	Melanocortin receptors	24	0.003
UMAP	Melanocortin receptors	3	0.001
