DimR	Family	Layer	Score
UMAP	Relaxin family peptide receptors	7	0.036
UMAP	Relaxin family peptide receptors	22	0.026
UMAP	Relaxin family peptide receptors	15	0.026
UMAP	Relaxin family peptide receptors	14	0.024
UMAP	Relaxin family peptide receptors	3	0.019
UMAP	Relaxin family peptide receptors	1	0.019
UMAP	Relaxin family peptide receptors	20	0.018
UMAP	Relaxin family peptide receptors	18	0.018
UMAP	Relaxin family peptide receptors	16	0.018
UMAP	Relaxin family peptide receptors	17	0.017
UMAP	Relaxin family peptide receptors	13	0.017
UMAP	Relaxin family peptide receptors	21	0.017
UMAP	Relaxin family peptide receptors	19	0.017
UMAP	Relaxin family peptide receptors	0	0.016
UMAP	Relaxin family peptide receptors	8	0.016
UMAP	Relaxin family peptide receptors	2	0.016
UMAP	Relaxin family peptide receptors	9	0.01
UMAP	Relaxin family peptide receptors	6	0.01
UMAP	Relaxin family peptide receptors	24	0.009
UMAP	Relaxin family peptide receptors	4	0.008
UMAP	Relaxin family peptide receptors	23	0.007
UMAP	Relaxin family peptide receptors	28	0.004
UMAP	Relaxin family peptide receptors	11	0.004
UMAP	Relaxin family peptide receptors	12	0.004
UMAP	Relaxin family peptide receptors	10	0.004
UMAP	Relaxin family peptide receptors	30	0.002
UMAP	Relaxin family peptide receptors	26	0.001
UMAP	Relaxin family peptide receptors	27	0.001
UMAP	Relaxin family peptide receptors	29	0.001
UMAP	Relaxin family peptide receptors	31	0.001
UMAP	Relaxin family peptide receptors	32	0.001
UMAP	Relaxin family peptide receptors	33	0.001
UMAP	Relaxin family peptide receptors	5	0.0
UMAP	Relaxin family peptide receptors	25	0.0
