DimR	Family	Layer	Score
PCA	Bombesin receptors	32	0.018
PCA	Bombesin receptors	31	0.018
PCA	Bombesin receptors	29	0.017
PCA	Bombesin receptors	30	0.016
PCA	Bombesin receptors	26	0.014
PCA	Bombesin receptors	21	0.014
PCA	Bombesin receptors	27	0.013
PCA	Bombesin receptors	25	0.013
PCA	Bombesin receptors	2	0.012
PCA	Bombesin receptors	3	0.012
PCA	Bombesin receptors	33	0.01
PCA	Bombesin receptors	5	0.009
PCA	Bombesin receptors	1	0.009
PCA	Bombesin receptors	18	0.008
PCA	Bombesin receptors	15	0.007
PCA	Bombesin receptors	17	0.007
PCA	Bombesin receptors	7	0.007
PCA	Bombesin receptors	16	0.006
PCA	Bombesin receptors	24	0.006
PCA	Bombesin receptors	8	0.006
PCA	Bombesin receptors	28	0.006
PCA	Bombesin receptors	9	0.006
PCA	Bombesin receptors	10	0.006
PCA	Bombesin receptors	14	0.006
PCA	Bombesin receptors	11	0.006
PCA	Bombesin receptors	22	0.006
PCA	Bombesin receptors	12	0.006
PCA	Bombesin receptors	20	0.006
PCA	Bombesin receptors	19	0.006
PCA	Bombesin receptors	13	0.006
PCA	Bombesin receptors	0	0.006
PCA	Bombesin receptors	23	0.005
PCA	Bombesin receptors	4	0.001
PCA	Bombesin receptors	6	0.0
