Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.5341792702674866	0.6206335425376892
LGR6	-	-	-	-	NA	classA	0.3292044401168823	0.46505188941955566
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3914746642112732	0.7224652171134949
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.4440731406211853	0.7277768850326538
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	0.3085673749446869	0.49439018964767456
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.5425458550453186	0.6453688144683838
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	0.37079891562461853	0.7941866517066956
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.17476873099803925	0.9310194253921509
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	0.09915217757225037	1.0
ADGRF1	-	-	-	-	NA	classB	0.6067169904708862	0.6142396926879883
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	0.15110692381858826	0.9589702486991882
LGR5	-	-	-	-	NA	classA	0.28464025259017944	0.4882572591304779
ADGRE1	-	-	-	-	NA	classB	0.2305149883031845	0.8204341530799866
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.208235964179039	0.9062808156013489
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	0.17962788045406342	0.9455624222755432
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.39789053797721863	0.7520729303359985
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	0.19700802862644196	0.9123199582099915
TAS1R3	-	-	-	-	NA	classC	0.3412114083766937	0.8413371443748474
TAS1R1	-	-	-	-	NA	classC	0.24873211979866028	0.906828761100769
TAS1R2	-	-	-	-	NA	classC	0.32929694652557373	0.8368967175483704
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.17488820850849152	0.8761519193649292
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.13947373628616333	0.879382848739624
GPR156	-	-	-	-	NA	classC	0.9458301067352295	0.31360962986946106
ADGRG7	-	-	-	-	NA	classB	0.40124258399009705	0.7023287415504456
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5949292182922363	0.5925462245941162
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.4379212558269501	0.37086308002471924
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.2796236574649811	0.4564494490623474
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.3015345633029938	0.45049333572387695
GPR149	-	-	-	-	NA	classA	0.9409277439117432	0.07814435660839081
ADGRF2	-	-	-	-	NA	classB	0.7249423265457153	0.5718233585357666
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5334837436676025	0.602545976638794
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.3768998682498932	0.3977639079093933
ADGRF4	-	-	-	-	NA	classB	0.6086007356643677	0.6055475473403931
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	0.3703785538673401	0.3658018112182617
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.3716645836830139	0.6573926210403442
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.598391592502594	0.5985305309295654
ADGRL4	-	-	-	-	NA	classB	0.35286444425582886	0.778612494468689
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4655334949493408	0.6390613317489624
ADGRE3	-	-	-	-	NA	classB	0.21744385361671448	0.8331373333930969
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4189695715904236	0.675992488861084
GPR50	-	-	-	-	NA	classA	0.38836735486984253	0.2606552541255951
GPR37	Coupled	-	-	-	Class A Orphans	classA	0.6063984632492065	0.14658872783184052
GPR153	-	-	-	-	NA	classA	0.8681129217147827	0.10205408930778503
GPR107	-	-	-	-	NA	Other	0.770235002040863	0.46384426951408386
PTH1R	Not-coupled	-	Coupled	-	Parathyroid hormone receptors	classB	0.39536505937576294	0.6135476231575012
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.4168907701969147	0.6625685691833496
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.4497174024581909	0.1364096701145172
GPR162	-	-	-	-	NA	classA	0.7767114043235779	0.14399482309818268
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.3874984085559845	0.6485125422477722
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.40708592534065247	0.6669588088989258
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.38218173384666443	0.707125186920166
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	0.5099771618843079	0.11055125296115875
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.39733603596687317	0.7027332782745361
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.5100754499435425	0.5966333150863647
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.4385281205177307	0.5712684392929077
PTH2R	-	-	-	-	NA	classB	0.4167381525039673	0.6108568906784058
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.4596058428287506	0.6665506362915039
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	0.6648880243301392	0.019221976399421692
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.3807402551174164	0.7030243873596191
CHRM5	Not-coupled	-	-	-	Acetylcholine receptors (muscarinic)	classA	0.4882185161113739	0.1071677953004837
GPR161	-	-	-	-	NA	classA	0.6426819562911987	0.04006658494472504
ADGRG5	-	-	-	-	NA	classB	0.37840378284454346	0.7214998602867126
NPFFR2	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	0.48887133598327637	0.11613582819700241
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	0.3829670548439026	0.15940390527248383
GPR176	-	-	-	-	NA	classA	0.6489459872245789	0.04230847954750061
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	0.4447050094604492	0.14053680002689362
GPR135	-	-	-	-	NA	classA	0.39061275124549866	0.12113472074270248
PTGER4	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	0.44983339309692383	0.10078071057796478
HRH1	Not-coupled	-	Coupled	-	Histamine receptors	classA	0.43319475650787354	0.13332562148571014
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	0.39104893803596497	0.09136262536048889
HTR2B	Not-coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	0.42349401116371155	0.12340076267719269
GPR37L1	Coupled	-	-	-	Class A Orphans	classA	0.5210960507392883	0.15640418231487274
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.3613925874233246	0.14037007093429565
HTR7	Not-coupled	-	-	-	5-Hydroxytryptamine receptors	classA	0.4530453383922577	0.09716831147670746
OPN4	Coupled	-	-	-	Class A Orphans	classA	0.36626997590065	0.1371598094701767
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.3106619119644165	0.6563905477523804
