Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3904195725917816	0.8840081095695496
LGR6	-	-	-	-	NA	classA	0.2265147864818573	0.7519733905792236
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3809170424938202	0.7855262756347656
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.13231250643730164	0.8265372514724731
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	0.20066460967063904	0.7821986675262451
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.19247134029865265	0.8466469049453735
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	0.2284902036190033	0.821821391582489
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.12320029735565186	0.8522108197212219
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.11870448291301727	0.8470464944839478
ADGRF1	-	-	-	-	NA	classB	0.3443107604980469	0.8653588891029358
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.12779249250888824	0.8502545952796936
LGR5	-	-	-	-	NA	classA	0.21498370170593262	0.7509844303131104
ADGRE1	-	-	-	-	NA	classB	0.30183669924736023	0.7459573745727539
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	0.1085943877696991	0.8233262300491333
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.13356807827949524	0.8165728449821472
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.2661132514476776	0.8471728563308716
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.1070449948310852	0.8040906190872192
TAS1R3	-	-	-	-	NA	classC	0.241928368806839	0.7400361895561218
TAS1R1	-	-	-	-	NA	classC	0.244781956076622	0.7313514947891235
TAS1R2	-	-	-	-	NA	classC	0.23261907696723938	0.7480500936508179
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3017682135105133	0.7233296632766724
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3445609509944916	0.6982939839363098
GPR156	-	-	-	-	NA	classC	0.44821351766586304	0.9967033863067627
ADGRG7	-	-	-	-	NA	classB	0.29645270109176636	0.8290698528289795
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.2819922864437103	0.9497941732406616
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.26691293716430664	0.7967780828475952
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.2610776424407959	0.7089754343032837
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.2737824618816376	0.7003036737442017
GPR149	-	-	-	-	NA	classA	0.3831334114074707	0.9242453575134277
ADGRF2	-	-	-	-	NA	classB	0.41983187198638916	0.844779908657074
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.23640656471252441	0.8984304666519165
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.2610604763031006	0.7654989957809448
ADGRF4	-	-	-	-	NA	classB	0.3703595995903015	0.8267505168914795
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	0.2307911515235901	0.7382270693778992
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.2220964878797531	0.8451664447784424
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.4654864966869354	0.8042168617248535
ADGRL4	-	-	-	-	NA	classB	0.2432214617729187	0.817509651184082
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.21923165023326874	0.870538592338562
ADGRE3	-	-	-	-	NA	classB	0.33878228068351746	0.7324888706207275
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.2305242270231247	0.8396638631820679
GPR50	-	-	-	-	NA	classA	0.23916764557361603	0.5460033416748047
GPR37	Coupled	-	-	-	Class A Orphans	classA	0.2659801244735718	0.6654639840126038
GPR153	-	-	-	-	NA	classA	0.3478236794471741	0.8108532428741455
GPR107	-	-	-	-	NA	Other	0.33244484663009644	0.905890941619873
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	0.3425549566745758	0.7843732833862305
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.2288876175880432	0.8233644962310791
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.10955339670181274	0.8165656924247742
GPR162	-	-	-	-	NA	classA	0.3554288148880005	0.8101930022239685
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.2197878658771515	0.8059473037719727
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.22950752079486847	0.8502597808837891
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.22200831770896912	0.8236409425735474
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.19337783753871918	0.7153228521347046
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.22255687415599823	0.81218022108078
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.2728979289531708	0.9439512491226196
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.4360840320587158	0.7052860260009766
PTH2R	-	Coupled	-	-	NA	classB	0.34598854184150696	0.77223801612854
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.3926536738872528	0.7256829738616943
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	0.4032478928565979	0.7422574758529663
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.22177137434482574	0.8006986379623413
CHRM5	Not-coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	0.12070725858211517	0.7724757194519043
GPR161	-	-	-	-	NA	classA	0.23357494175434113	0.798199474811554
ADGRG5	-	-	-	-	NA	classB	0.41496002674102783	0.6754506230354309
NPFFR2	Coupled	Coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	0.12113232910633087	0.621751070022583
