Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
ADCYAP1R1	Coupled	-	-	-	VIP and PACAP receptors	classB	-0.024373041817591697	0.16227731123333958	-0.11697872184755174	0.3750329033669087	0.1355867504857867	-0.02309169833861342	-0.37869145560201245	0.19374386643413546	0.48553715209252957	0.11249133678658989	0.02479497999833105	-0.08693622474061918	-0.22954983188577968	-0.1916735378166192	-0.000713245151050304	-0.0027749887993483787	-0.32776422927673027	-0.053451691972047854	-0.04485511061541162	-0.24113710347542933	0.12401787324167868	0.0939786101909182	-0.03573880025887954	0.21418378255761247	0.36373362889323124	-0.024974097687705345	0.1760616832119113	0.09307140116590151	-0.07233886468794451	0.2426551263774606	-0.07059262456930734	0.3628106181930625	-0.18644587925505796	0.1574265919934783	-0.1823193515005027	0.06285272673071547	-0.033823896215545456
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	-0.33313815177056577	0.3418880770869913	0.020978401162540922	0.12748522548711405	0.0829965810607138	-0.0195308815051017	0.05951462922427193	0.20067829413159016	-0.12673156995528256	-0.35794194308238236	-0.43812361312002746	-0.16972705907118368	-0.012314545142150465	-0.09722921420855438	-0.2843492738434354	0.3079457242075786	-0.36853044755213765	0.08064219634427132	0.2614565241046778	0.15123713951167628	-0.018372331776468732	0.0019219567718283888	-0.11602443120562923	0.06239237328745784	0.423554626142849	-0.19611364838359738	0.16478258898415793	0.18156862743112903	-0.1721599976102791	0.12058848648821337	-0.30740649859443486	0.2874816227899275	-0.1520518201300151	0.13976230250567595	-0.1836402452583611	0.14509409730025455	0.15929703336540751
ADORA2A	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.22318870938136423	0.3520552109375562	-0.2278291879265982	0.0500888299011778	0.22247895213657265	-0.26203876451830344	-0.4417217435405667	0.13450305201548293	-0.08455403312955971	-0.38779527925934665	-0.1307671640010419	-0.29709992577250804	-0.24091054458706143	-0.16009757947547468	0.06171280890433517	0.30902059371133966	-0.3185694284376278	0.059060101734269704	0.13736163191556877	0.05876829425469193	0.07777551685156239	0.05781101998755554	0.24028462549028376	0.23866631024129104	0.07645510075689607	0.051173762304065694	0.15813233283528244	0.23566455400743422	-0.0965004764939108	0.16977002878711722	-0.10975346521857926	0.2259336236507287	-0.214601060779267	0.029094671159780296	-0.267000731080919	-0.25962832575900996	0.051276020504992
ADORA2B	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.12844731839962828	-0.08368836427104162	-0.4084939575921106	0.1431527541207104	0.07999368159228665	-0.28231504397936297	-0.429847446600015	0.1664952985260795	0.17032314354300496	-0.08845864712594784	0.0889488314098611	-0.05793086415420667	-0.24693663128520604	-0.17046761905136518	-0.21784784543645117	-0.09003649583050453	-0.4401920176508862	-0.23270095989841486	0.02203124860418043	-0.16865905316757565	0.23112562776707352	0.05106583681606185	-0.3097516978436277	0.33109858382726864	0.27859921959042006	-0.18556911913119015	0.0882340002590233	0.02840867991014387	-0.2210215866654752	0.30651662072707975	-0.0013692727206458348	0.2777583116803839	0.05434895865806215	0.20911008789586094	-0.003427524552731489	-0.10998039112855432	-0.06713821988554117
ADORA3	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.3050695486154504	0.38857162418536195	-0.2797433842457053	-0.26542000690258266	0.19861645431184588	0.06791542187657656	0.17908346503736913	0.07561243826059973	-0.07135319488451305	-0.09512144402030845	-0.2693641680552677	-0.005331003567128744	0.016526644019344942	0.5685539681577272	0.09658628800274932	0.17719736449349252	-0.0262026163575662	-0.10633393777915016	-0.30217525334591466	-0.40905166088961686	-0.2338812365978601	-0.1206907620835062	0.015097978114822524	-0.10853927453182176	0.1142619874318889	-0.15547522488844262	0.16563316393795932	0.08476142119455014	-0.008701260103235266	-0.0033378883118844968	-0.027273943134734715	0.1685086755198719	0.19276293581047554	-0.2859123934200257	0.08385458034418634	-0.10950963015346232	-0.325167527131871
ADRA1A	Coupled	-	Not-coupled	-	Adrenoceptors	classA	-0.2592922441358782	0.3273253045288053	-0.12016486381027117	-0.4681776404378433	0.19527461756691364	0.3565225479380878	0.35859586952708283	0.10049709095878556	-0.0024274226753367343	0.13778738914336433	-0.4460794520015889	-0.03185106438885278	-0.2498397151504948	0.24686492856273995	0.1528945028856182	0.18389651573644794	0.04190804225696486	0.05072799111378461	0.12966095471642036	-0.28746276416777106	-0.07630297477605562	-0.009458344009577242	0.10981454799325047	-0.15650042197426828	0.23114284919195	-0.10232442724761455	-0.14253799706067963	0.026067405182111807	-0.035360585160084265	-0.10945152889893285	-0.13327461532327986	0.0781068026006283	0.21146200249264616	-0.19322947020219092	0.16355836927736297	0.0032171872676143624	-0.05119307656590116
ADRA1B	Coupled	-	-	-	Adrenoceptors	classA	-0.02938158335257736	0.11141511389044845	0.11947156387316078	-0.3015496154867191	0.1810195910357513	0.02587879471585511	0.4337788069883392	0.12753338539135925	-0.23823359495458346	-0.46157454505527823	-0.2514752762277583	0.23820164273428557	-0.4060673825945056	0.35467933882765307	0.33275136946113854	0.013140356398339027	0.34787496989577615	0.15609589356270587	0.014970050955513755	-0.5075192303184689	0.0063405537513439615	0.4957479007128542	0.09693309530532382	0.15689217891352883	0.26768499861580985	0.03612553794556406	-0.17235468005869498	0.01623547285056307	-0.3090650619855415	-0.0252367140535689	-0.05062331255561679	0.19135262726833896	0.1688951072401089	-0.20997980258053506	0.07793978278668251	-0.13403771214663412	-0.10829911582297846
ADRA1D	Coupled	-	-	-	Adrenoceptors	classA	0.2519403245367201	-0.2429333488542212	0.20028218224716118	-0.21459761762096438	0.3648050421322835	0.0904429187449171	0.281619026346869	0.1168463956064035	-0.3182750926286079	0.3690833225778495	0.1585247285959628	0.18405347067913497	-0.008366922937047765	-0.17219098837799213	0.10374124514711812	-0.11915758445995815	-0.22982599580420804	0.1720423482985126	-0.12152709051910114	0.29162736364024483	0.3949811292562133	-0.14036000418624547	0.005208353537713301	-0.18843893355449423	0.5214990449926691	-0.04325251323889192	-0.14558514764601294	-0.029982989988759458	0.110313599444493	-0.21031899112662025	0.25003202423208004	0.2157514292995342	0.14758650832815606	-0.1544692808385395	-0.21109086929024248	-0.1667891073224447	0.18995907805483037
ADRA2A	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.2501450800447017	-0.20074386036778724	0.2659391830157797	0.20285441230813833	0.34134738994959873	0.1751151529898496	0.2247276405206777	0.32936294033123625	-0.12835467173905538	0.4014413442426879	0.1592063462729035	0.10079036672813646	0.34764442026883247	0.02040837478145699	-0.08204664708867858	-0.24957861206906706	-0.12679712736882973	0.24285896633382847	-0.020530052870061963	0.28989156228011764	0.22964310817194758	-0.37582764570639604	0.029559524223160664	-0.15827548623454493	0.44413022165104515	-0.14281426402304442	-0.2595020427224302	0.05659558775187315	0.032771847011300995	-0.15118034228194768	0.16477941320160341	0.3416513385937098	0.12063873158269478	0.03926027587725748	-0.31042718682012294	-0.059823163226492886	0.07830518431862481
ADRA2B	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.36283476461328346	-0.3523391944274696	0.16647240635415023	-0.21366819731947492	0.44919878036255956	-0.27973130993800405	0.16464848852380248	0.19636505395333392	-0.1701980004421372	0.17569087592793847	0.16499716773019762	0.4922614790258801	-0.46306224249267086	0.07953201797087492	0.11330859986370834	-0.0379590586038447	0.06718229585795985	0.4848401990264069	0.18218989318792392	0.1418693160241784	0.2599029646817033	0.2777127981392945	0.05162874982322196	-0.046029215486561914	0.3188815936521974	-0.07963516776953816	-0.151868036963154	-0.11704128217642025	0.0910019304248431	0.057375891007945885	0.09850297753305558	0.10383136968305183	0.2574983394802293	-0.07718136515773104	-0.09112318104875486	-0.2338315051280166	0.1751512648150997
