Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	-0.06625623493310859	-0.1679388777800281	-0.39987398205938157	-0.16443113646523225	-0.06116549297462508	-0.11104767693807338	-0.2298201760729584	0.24914708005710684	-0.2542208831314956	-0.24489761666703666	-0.03516792473675454	-0.05438336305054617	0.174794136347342	-0.1751894746344543	0.1539254401230031	-0.2497863091056814	-0.306080917569987	0.14422480280400848	-0.05304663552721181	-0.5108276242126113	-0.080101398004048	0.0714352269529218	-0.42730016286397937	0.07703974888821327	0.12709070642139278	0.026519763269595313	0.06213750561691473	-0.0874830793673835	-0.3026005191199353	0.034397845189621606	-0.10055333453542924	-0.04759984742329496	0.05542347407739135
ADORA1	Coupled	Coupled	Coupled	-	Adenosine receptors	classA	0.11253244827314476	0.21366566404686882	-0.2349137593512347	0.4600594341839515	0.00811549550960554	-0.027814254846202185	0.019762865527290736	0.24577559073318858	-0.3090457385098555	-0.016091378443777345	-0.12153562120073982	-0.1722539105925959	0.05148917640313762	-0.15417761250585618	-0.009105542150041146	0.1385262693998586	-0.0329354764125513	0.20693025490794997	0.10149389019147291	-0.03255161100002534	-0.16502140992019335	-0.013741859798465745	-0.4037722288383212	0.15879840090919953	0.007342252528518404	0.010315783188783996	-0.10658270320018709	-0.055740544655975964	-0.341297816325211	-0.004879102741225141	-0.1754787989775954	0.18302349564272824	-0.031332931882843945
ADORA2A	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.3101352215113438	-0.2724514188378476	-0.4073233797491574	0.07705578616893846	-0.1424469267283368	-0.1930667035878762	-0.003783410499827518	-0.09625164868611802	-0.14530776368223186	-0.00787955073126559	-0.03844183993446966	0.040284688764228554	-0.21366425332264366	-0.1322093008792612	0.03693127721183788	0.1710090694471254	-0.0412133213824026	-0.005465213944735958	0.052151676197138445	-0.2518072021193949	-0.19588024506465357	0.07979504579346972	-0.32355630613877845	0.08297278997740733	-0.013680408505580869	0.3254993326293849	-0.08326629744346249	-0.010694298746101507	-0.20576447450503854	0.1524813869733418	-0.09095687528600178	0.10541543826276711	-0.0036555186237334043
ADORA2B	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.2013190292788013	-0.27691802854124375	-0.214141816514062	-0.20573868046174684	0.011729004973731886	-0.2002824334843404	-0.3612450435843823	0.13885628312439646	0.07001846443166648	-0.024957962168207115	0.19813902006347947	-0.3456169524052929	-0.1905630055930043	-0.19406694646964995	0.04178364573614216	-0.09733283934669258	-0.2552829191314463	-0.0009191496549844341	0.024238005981220216	-0.37386819503238744	-0.1338916382426897	0.12306053540737663	-0.4673444645665411	0.055468921946584496	0.015001809168870988	0.09607707274274811	-0.028405528360839566	0.18614631921350397	-0.21226847510772606	-0.131344435521385	-0.1759273315693177	0.01796064552824068	0.08576868555334258
ADORA3	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.2826946060160523	0.2927734570841452	-0.09192494358960988	0.28573226339468244	-0.13818209230710538	-0.06367046408187539	-0.13337214006446607	0.37198241919111064	0.16522160380305817	0.16786696270800838	-0.030382410592580185	0.23569350037025827	0.01851051394551576	-0.3059524041626086	-0.41548031104734534	0.1519586245893949	0.09160461439356203	-0.0767350284854332	0.1713205805734157	-0.3989295681757902	-0.03736617765536209	-0.20682473193122106	0.002374266459485585	0.24562420168020968	-0.1242460406542951	0.11292095968961163	0.12099189357278942	0.10563193315387241	-0.02506552867743555	-0.1028871358640745	-0.18573234536902897	0.06354335947454867	-0.05836468630508311
ADRA1A	Not-coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	0.272724271332403	0.4183392595546703	-0.04779109853344577	0.47613769268747197	-0.17399003774376084	0.02805450929579859	0.10824640035542811	0.4175264818575698	0.19535098396549916	-0.11168950253175494	-0.02783296444941191	0.018336411679039058	-0.026404270302687837	-0.3392675608809325	-0.30121102440171826	0.14239635036819756	0.07142401888079766	0.047980869427369774	0.06784361483344041	-0.15688877668793322	-0.07791192915015982	-0.19808589618645947	0.030879725508932802	0.23753276479424892	-0.23275935663633712	-0.11268780180622982	0.18291765743329746	-0.14002054798406197	0.09029852408069866	-0.11378568156760552	-0.06345758964343762	0.12410196757954772	-0.08599836656074528
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.043032974351737745	0.5788002188264709	-0.31322864688359137	0.3063292273467492	-0.045928142979913836	-0.00812091568619892	0.2927908910731116	0.3047734216393568	0.24311283583960186	-0.015040661495000673	-0.2640068450331789	-0.29403630539231834	-0.3166316059260079	-0.14241290377560198	-0.3113478628705288	0.10714824731523183	-0.3250756514434681	-0.2880558963834101	-0.26908311277545816	-0.0032509400896040706	0.04429850612996603	-0.039880220311686455	0.049574584087735935	0.43259648478686813	-0.19065811681346603	0.2578204006322359	0.45271808866637475	0.23100836852284157	0.16044293646215185	0.10721546786550547	0.08577394849065015	0.11047421567892747	-0.04382362422822824
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.18130878225897282	0.28188124081696314	-0.18020650597497836	-0.2449540640112458	-0.39158007126431954	0.3100350971828857	0.03853785242770527	0.11338133321006906	0.10595832310307783	0.07354432964690386	-0.16352253210669765	0.05127928256642159	-0.13047719137266345	-0.017826905444599504	0.5175596786825165	-0.32518214879265145	0.326221021771441	-0.2597198285933889	-0.11664328194861612	0.09684402349994162	0.0013470806294158684	-0.1000251326266547	0.2042283518262544	-0.14512776140809772	0.16218649468265464	-0.14384479743932962	0.25216321601010705	-0.19003830584340595	-0.3057760552572345	-0.24566617024353896	-0.03628910376574239	0.5710434808405	-0.10317383891627381
ADRA2A	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.3131861381167056	0.31271006069553536	-0.2771353086078621	-0.336612642756993	-0.34340259069704004	0.21362559092822733	0.16761844690863345	0.17138811607146248	-0.3104901356867488	0.008523588843920989	-0.041464980163582736	0.020251379352522917	0.0840424131646001	0.03843547276141447	0.3965356684494249	-0.1782388818611282	0.23601372856177308	-0.2520114064908225	-0.027856979575941875	0.03428880113358779	-0.15128043224632864	0.009505909856027832	0.1724651663499503	0.057932559511656656	0.19280149014872663	-0.19010148780171163	0.08477272149743803	-0.1442595618054818	-0.24925936225012466	-0.20760961963475355	-0.24567938822761354	0.44964469642043997	-0.17114956781405957
ADRA2B	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.09520216119580943	0.22035725900322317	-0.22571799034953471	-0.26425561165372563	-0.42235456714880865	0.06592948911346055	0.46426084227199405	-0.12705640420203523	0.12252913484499688	0.2245051975946371	-0.02992437260554706	-0.3009978171326607	-0.1267125982350928	-0.11934455306827682	-0.07892443600184935	-0.3223755959432626	-0.02406757879447919	-0.19824763402701795	-0.38350478708282215	0.35001694334645916	-0.0669730183477696	0.27705315940808056	0.07922587241264524	-0.0326522444643033	0.009199353446785113	0.16680072247913766	0.3091593943144901	-0.022094906513381286	-0.04600967876576532	-0.10018129004199346	0.18364942530817063	0.3899037623225149	-0.27375917673349326
