Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57
ADCYAP1R1	Coupled	-	-	-	VIP and PACAP receptors	classB	-0.1793408729157568	-0.12305061978784884	0.3168557199061848	-0.16792151292711727	0.18901252792410037	-0.23763817773606447	0.10612955960235378	-0.05977843091445449	0.21013602644090323	-0.2010536413892598	-0.37785226981372055	0.11287611394596028	-0.1363477110941121	0.45397150377185785	-0.10707258371063576	-0.3656828489293346	0.15637720635346203	-0.00029792436847507183	-0.13838550522615561	0.27019318531075687	-0.26843415076751903	-0.011503587562409946	0.30744845045890373	-0.13455597901368563	0.21844551764462108	0.10361442617642239	0.0021130361243036242	-0.2897007220456025	-0.017282854287133317	0.1741763242097493	0.09755301649848197	-0.0898117637481178	-0.2679525143148934	0.21627773928396227	0.5557566546454566	0.18883494095203399	-0.1431577031403099	0.24847183019374516	-0.05399085510904851	-0.22675757894389897	0.00830591711139708	-0.05684315706902203	-0.10227586758966249	0.008008734372362204	-0.085874666362378	0.12430861650202557	-0.24003491371910662	0.1244495838009636	-0.16589447050890807	-0.031132546467792812	0.15615725690976548	0.010109842728827955	0.2590675210098857	0.04340733506286221	0.18739122013103035	0.16265785936824043	0.06394206355947486
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	0.1501718527452278	-0.005538125685993664	0.4252841732280989	-0.10136103640536655	0.1362893877046667	-0.0009923182001613227	0.010906418097535188	0.07889194000846966	0.08773509177187513	-0.01721127823783019	0.2102241165725942	0.11497100308871742	-0.060199096384229676	0.19902141600581913	0.08347555127389525	-0.16937858913245457	-0.15426588743257472	0.14131160644593546	0.021453598947106044	-0.1275368443564145	-0.37662294552488584	0.10915103695045915	0.28058308986835934	-0.23473638286120752	-0.20385002115836487	-0.036274707906356306	0.021446452543895142	0.280376922284867	-0.2421338236814644	-0.005129243088856221	-0.1585221179340815	0.06304630180106784	-0.17208454204721654	0.1468381710296937	0.3822662646240203	0.14173572606371815	-0.05126676688305658	0.1174857080504867	-0.16233934540905665	-0.05456665057201818	0.05940188407735649	0.15637611480130043	0.0642374303908647	0.2499429524064487	0.20310008317157374	0.16897551488222465	0.15164397688553008	0.13757034396320764	0.06755000323232754	0.06266448059505317	0.03175600480954725	0.16756815433802683	0.06983571538185908	0.04717781864952481	-0.025036616370766488	-0.09040187695894462	-0.07409126589093981
ADORA2A	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.12359180240358579	-0.37184800499248416	0.07152929049041123	-0.19281315079587988	0.04685664725422119	-0.3270039355134227	-0.10288071830616712	0.09482653517062102	-0.19824536143008428	-0.1528495953337586	-0.20060638845174408	0.23626412457474708	-0.1242569234318244	0.16537204617223306	-0.07760886094740335	-0.34192377034315985	0.4540835667794304	0.093140957892152	-0.03684345028742629	-0.08990572163256313	-0.44391743122773325	-0.2657310291384841	0.3220133150962394	-0.2238256931375973	-0.0922572287473916	0.1963844621549017	0.05287068219845602	0.1473560541958922	-0.22684564367807813	0.34510901472473976	-0.15834640603048286	0.01687213609136176	0.08422353386112894	0.10130020474237507	0.15074215770769353	0.006521843854765238	-0.043092306895974486	0.0427656292276862	-0.3113572815359392	0.08483912388419743	-0.0008366334451553063	0.12957669287332474	-0.28292702667847874	0.013451624647521167	0.038056906837906454	0.17237923310076309	0.3483138339700842	-0.03155404340227861	0.0020358053491660614	0.25642130563382187	0.07826964683866335	0.0014288716226934623	-0.12894310974995107	-0.07986228511534536	-0.040531914791914085	0.23036697124801675	-0.0694677617757833
ADORA2B	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.3207638080704046	-0.23500605137363434	0.26347770419453137	-0.245724082682244	0.19886846648668602	-0.1561028426696663	-0.00426672379833641	-0.023601295663539655	0.06869577391089206	-0.29863581010694623	-0.22226901344624364	0.2896932331733708	-0.017621454751687568	-0.12344326241961308	-0.08481469431123469	-0.2023757821817103	-0.1038275159564482	0.04388430170333821	0.008251878108416863	0.01786620680801744	-0.24553805389016872	-0.08531833389281564	-0.2688765078222704	0.020103460029774044	0.11647675677410796	0.06507141453906619	0.07886138110068946	-0.32498136513238285	-0.2907252702046782	0.08189044918068646	0.2279502910128091	0.008186193279535478	-0.12639813377911058	-0.002905764877205211	0.31638519579948576	0.051055113580347165	0.03794889865345959	0.28505084614329484	-0.0033598152790376952	0.1176069314641619	-0.0708337299315518	-0.07364800509993469	0.06697383970623848	0.03507187937830357	-0.21059927167844725	-0.0064340119436747875	-0.28332136188357504	0.12827790581720544	0.1595635457493181	0.05412989696195262	0.42242738214666725	-0.1602481069512868	0.22201410819701917	0.29538455143637754	-0.09256908900895484	-0.15171331815331107	-0.05458532729897096
ADORA3	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.17127361636457056	-0.24024455578879192	-0.06276863361935651	-0.16360001422740475	0.13927563842180032	-0.17718711945661733	-0.06588134150278813	-0.21591329721726363	-0.17949347385731135	0.2429889467034407	0.1815854585518992	0.0515164362236732	0.017531823829114352	0.05631681288941645	0.15439566020415252	-0.1091771362560119	-0.20361927301975952	0.20440540716504196	0.1574533186847751	0.22408383210674862	0.03737229773138005	-0.07305737542926678	-0.07356867134863299	0.279630490685218	-0.1393733820272485	0.2877033004105729	-0.10248220463763624	0.34319081634326487	-0.07637903011011135	-0.026196170797165252	0.23153152155063733	-0.07941768777163602	0.20830972558695163	-0.03041435959879001	0.19638519537499086	0.1933678274122708	-0.42711754025637727	-0.21940585737290721	0.3464331280454675	0.3252905732172796	-0.19880956201991806	-0.042697900939748026	-0.016762500226640362	-0.16407442514711282	-0.06567516155189035	0.13598597109563143	-0.1322717814959812	0.06990554788655641	0.03086559653731883	0.17754908135149086	-0.08986564825920766	0.1597315022991024	0.19010792711575794	0.2505886400972278	0.0015908023528278658	-0.0659500497509638	-0.021259169597358255
ADRA1A	Coupled	-	Not-coupled	-	Adrenoceptors	classA	0.4160184515625014	0.006116032047413843	0.21638501273006733	-0.11401657393405235	0.108048476728486	-0.19232919809816826	-0.047612554464460846	-0.16616034041396172	0.03826883820684889	0.16863797265184255	-0.35596036789226054	-0.018922229387295736	0.4282873617195388	0.15349376000390957	0.07288312131116492	0.14182885618346916	-0.07441004736850856	0.11249788447937777	0.10450056713406385	0.24276758980844396	0.06045964343133058	0.15065955986030916	0.08708121841907371	0.17000928122771244	-0.07236690440985506	0.00894696361674196	0.004347532401353731	0.3284637314561145	-0.10185921518350431	-0.03628750276261049	0.12206024405520075	-0.20066407429177846	0.11286126391513683	0.19328122694345823	0.04248572231767196	0.17246569940052586	0.020597625725108468	-0.07907601256525787	0.043837695287251476	0.2599525054756945	0.04871615721672125	0.2554678244132565	-0.11392927929991849	0.07774806813461627	0.22391466860512227	0.10963559612928651	-0.019611080543745465	0.0029984342983127867	0.08776852880561375	-0.20288884867149956	-0.015532396493024354	0.18105123097199963	0.11509524810920434	0.24162846529419613	0.19012984009743908	-0.1571784962697535	-0.07568879475928197
ADRA1B	Coupled	-	-	-	Adrenoceptors	classA	0.4575720583825267	-0.19827340654253078	0.09009477269218732	0.051803555250124894	0.2563486129242494	0.18757461438323073	-0.28991995499290074	-0.026283748783925462	-0.057702158578732274	0.3866855453802869	-0.33819486817286587	-0.30205747328460414	0.47403167363953436	-0.17687921211641872	0.06889213242212659	0.03217306836056884	0.10024542926832658	0.2451949480890836	0.13973000632045793	0.11429758315326533	-0.010617754665254869	-0.21009906523922284	-0.21309256359979212	0.03783150862786833	-0.21947603709240682	-0.005220414158969696	0.42239507606812365	0.12741193517621394	-0.20530629442981263	0.10957450913803214	0.041971268941247974	0.2763224052918251	0.1861587197319449	0.18602501510945046	-0.07034272214289705	0.18615657924634413	-0.26132446865504266	-0.29139704202313954	0.06108222134333028	-0.18745693911364258	0.20051990656913904	-0.01033540022428855	-0.09258929704989548	0.24272923547184	-0.013061894903263507	0.12115396540827819	-0.418501134705032	0.04371187816788186	0.28052913726822454	0.011629963836748766	-0.08991536001706953	0.011852273600980987	0.2567830461472923	0.06115077930884851	-0.08242342099514767	0.02902765931959904	-0.2468318574143457
ADRA1D	Coupled	-	-	-	Adrenoceptors	classA	0.6265419903414483	0.16010012567390397	0.013678098505742758	0.061941962254095595	0.2741550341468672	-0.08281884564315015	0.21636086539505314	0.20465891047271653	0.14770695790910865	0.09422354746156246	0.026379640782708234	-0.1892885706289105	0.20582263560522027	-0.027182482419844275	-0.11102706663065316	0.012455867934530834	-0.02299298511288832	-0.061436041940043	0.03559244837673131	0.12687229166344113	0.2852323268971775	0.024980340152890267	-0.0006048551754980475	0.1347188260535342	0.27845516670503295	-0.1641687003682239	-0.32010278038643214	-0.2679544001361835	-0.16479755256568293	-0.18886910399201112	-0.13587751433370132	-0.4134003787575932	0.1671918344567366	-0.032958812335356726	0.09114961289804135	-0.09321505723225813	-0.08349514586921464	0.4926839373927874	-0.010532841083332726	-0.09966286079884773	0.03975658055369584	0.0017158962248105959	0.055891406309668754	0.09241368155468875	0.27310579790410694	0.0007580768989569325	0.2858575085397611	0.185201921450367	0.08717937397585536	0.25115790337310495	-0.15710006593452622	-0.17937569656950622	-0.0870494190261353	0.122145090673092	0.19989195551467476	-0.07989082395305948	-0.3950218801446291
ADRA2A	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.5258829528194182	0.3391715306070587	0.27032243880919204	0.03090703956252921	-0.018301558461470413	0.14846722715367666	0.056696209393393496	0.1628431152447094	0.029198454363140534	0.3439203203400604	-0.17999861793844468	0.02487584750578024	0.12360400111440191	0.005172652138476749	-0.12084071214016127	-0.22702278104318319	-0.06572440744769745	0.03717473540732634	-0.032249998268655655	0.2264367662825982	0.14450392197125755	0.34163443240061353	-0.08268918586587021	0.17819649518861577	0.11150304599366552	-0.21798592048107274	-0.36999284002896515	-0.20407718028370128	-0.023150485012033737	-0.14230267383898007	-0.12404641805911472	-0.07050744308912008	-0.06451174478403819	-0.11771663556700936	0.13726419247420607	0.20143119699620837	-0.20573536221499047	0.3393348875755909	-0.3202765776905367	0.1332368025187817	-0.16882291343642783	-0.265891817984445	-0.12306471127899712	-0.08904268099577164	-0.13855620719648667	0.101460416958912	0.4796956438178233	0.02558142308422179	0.06481424886060005	0.3327028254138473	-0.23217222163333182	-0.1857980202106921	0.08200301679670909	-0.23623152906339626	-0.016456258619875926	0.019195839619221992	-0.20368465053393314
ADRA2B	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.5300546903214304	0.1401830635908016	-0.25830626563397363	0.14790499756554512	0.051478635342698774	0.21697222986723083	-0.026317929213118083	-0.13171382657913072	0.008954919201264065	0.5066837835306268	0.022888667601841915	-0.3048552061279604	-0.024402030103794756	-0.24662918137673923	-0.4738215930016512	-0.14176888549306518	0.13821290181426546	-0.052140878166374444	-0.08554625907659061	-0.13330666470499103	0.09050745157820121	-0.06058774542973544	-0.050526430786389596	0.07607889716936586	-0.3323549207984988	0.17523254962718632	0.15174588989261403	-0.3183636120670632	-0.20950631885851176	0.03924861646860423	0.06973749848612282	-0.03334631681173829	0.06245164507709731	0.14566306398187542	0.03826146359242938	-0.18434094896333994	-0.053053615321287224	0.24348934088141108	0.02845112632064195	-0.26068719741985635	0.22720697892825883	0.04217474823606839	-0.03635302253323422	0.09965813591850861	0.15626888015985813	-0.061129320941117574	-0.08205574268660024	-0.011698821704418307	0.20987212819538298	0.26020504137358186	0.054913217096254754	-0.11593919376844765	-0.005849086677166527	-0.18299555531101827	0.0487624821701669	0.13760734462354565	-0.3410067811206333
