Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	-0.32327704566148696	0.1278699593913739	-0.27876893370095795	0.12402062825345732	-0.24937260599438385	0.26987822471906714	0.4664237073787386	0.011322867822954016	-0.20636974511607153	0.08542626104324602	-0.2448882232110978	0.050591690855844446	0.21569906735567107	-0.1404733081289593	-0.11786435509361202	-0.02772991637228608	0.11325116403637676	-0.1901197346293945	-0.11270819400234554	0.097154234174749
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.35494655625223015	0.2881212318551386	-0.03397031106017275	-0.0273650540119676	-0.05325996100019478	-0.012615545645010842	0.29949937301829477	-0.00770888164425935	-0.40430590718817966	0.1788497100853566	0.21661487352378647	-0.24540192370970723	0.03380962433789138	0.03287611454720269	0.04991674868439376	0.17193490140594195	0.13692295136720278	0.17281889326635666	0.0984416009937394	0.022227836907890146
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.03913586326504344	0.046659925779024315	-0.19937181596971681	0.010202782749194832	-0.08051771735226264	-0.009945793206828464	0.32068059381689873	-0.21854176134347608	-0.2725421796640351	-0.038410958906578745	0.10785637862568065	-0.03689797278401605	-0.16852954111623164	0.3545189939149653	0.0740740545442585	0.2239416136341078	-0.06200301769185392	-0.19722193782322428	-0.08298804320176044	0.13078445387435425
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.06775748568451999	-0.23682929095155658	-0.5063088756898965	-0.11818557208206038	-0.3123457943601895	-0.0860053398405561	0.060522584492240336	0.0566945742619798	0.022491779028855657	0.11554467805428455	-0.012563397208965724	0.577934002803517	0.2235066777619734	-0.16326002674480045	0.10802012998910568	0.20069071731752663	-0.06801977346017553	-0.033255153746661235	0.0420267790098696	0.05637553845495189
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.4359513982077837	-0.004588772538380907	0.2474573315699056	-0.10160169425123089	0.06616840051218338	0.007013966473627189	-0.222056263842597	-0.041311730174664246	0.01072865195311583	0.348704129115984	0.0824231595786677	0.09254014063521335	-0.007032922339624066	0.23273780648636158	-0.09821806816042401	0.2463411551057473	0.11824719082468706	0.2561021741663237	-0.04859449064174162	-0.21220443387076454
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-0.24752953147635548	0.18182830169197994	0.380414051475389	0.13912928520846665	-0.2991495792114064	-0.04961791168931478	-0.03816671948478369	0.2054153822636773	0.06740707396578283	-0.10154775655862086	0.1481445219859304	0.17825700429383437	-0.105920770273421	0.025109723012259045	-0.17376702445667147	-0.036043609814564406	0.16189421839025456	0.10665526507968268	-0.1344297563624592	-0.26995588680261134
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.2612388295289102	0.33795842267440707	0.4213750547465698	0.2048391876805011	0.2531567231626496	-0.17998188736238246	-0.0648988493223793	-0.053645087654006725	0.18020744743248632	-0.3727774185257274	0.11811376862979793	0.3502580222878928	0.03910995913105308	0.0905428191430957	-0.46386416546276243	0.36561595424069854	-0.10034155033104927	0.0750994054136586	0.23277050824612044	-0.11541609070510395
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.3349140045472545	0.30864518580229716	0.42670509779210025	0.2503690869339405	-0.09985664275945887	0.029596417177727742	0.40067574120937105	0.131618399705745	0.15811599130077295	-0.1933192188622106	0.2471570358266727	0.041643267997591146	-0.07248963116135763	-0.24603827866991068	-0.03844463485333533	0.15308430778863746	0.22330214960464712	0.18375845061301416	-0.05904659900317176	-0.22811330591836218
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.24778633271499437	0.298393478015573	0.2648567077788045	0.05273482627130544	0.3150753369496204	0.21052863416166953	0.24281643615029894	0.09911097120633057	-0.10810540783011785	-0.010533495680337826	0.2705858107813836	0.03600430868725185	0.20683372092394745	-0.011581685835657765	0.2308666679320824	-0.017678263758790957	0.21286299996000693	-0.009798449027544266	-0.04253294298596364	-0.16850604724771107
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.22353483129729065	0.453410607502916	0.2778726797620082	0.08487277228872349	0.42574008245512734	-0.33870689034874746	0.20862435609516175	0.03701111014714043	0.2884085012464141	-0.1985683685885273	0.21078096344904274	0.06648966939362605	0.23777219907806085	-0.08553465176106709	0.09624905940753438	0.40829483866041266	-0.16545551859122629	-0.23176110748330844	0.07851454292989658	-0.28573954919551653
