Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	0.3367978397622872	-0.21693877237825204	-0.2157037636006725	-0.009702193689782876	-0.3604037114323108	0.009549793289169363	0.0683027837826445	-0.24375749558940196	-0.2834030507033923	-0.3456213163377936	0.22957312607197392	-0.052782802528753586	-0.17455531405707714	-0.17198217074777752	-0.13585640945868882	-0.036975809578599535	-0.060001359723023874	-0.2665534741241387	0.022680032028706755	0.050003822469098604	0.2945015362301914	-0.14208815476461906	0.09988849860534346
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.2118230891669759	-0.2739893605127856	0.1105300030365017	0.15105943231553792	-0.11213128952440048	-0.17471240737187835	-0.26784540356400743	-0.2253411057129402	0.14905688482617246	-0.3185892835064097	0.24486917285827067	-0.2617707109036203	0.06050038103157855	0.03903388399731989	0.0021862699567974024	0.14129107894496873	0.22873232303887864	0.06427050033706884	-0.14259796685073825	-0.060072508572729146	0.15950623894195198	0.1115576882012669	-0.0040666612183920476
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.0032494651842317496	0.18748873059720142	-0.12602263597666416	-0.06109077849746668	-0.2452532238518576	-0.269860448724732	0.054631238745907536	-0.20341816492087067	0.15071063148896777	-0.16698653787519444	0.05766368126157352	0.007359039740271535	0.32661601965480824	0.047577799897338464	0.06747418592876338	0.01587646873741408	-0.13825522955015343	0.038436024253582196	0.12083172739869817	-0.09701173381084809	0.2893515105492385	-0.03313873383457868	0.23973436244534727
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.25573654609901	-0.3451383651724746	-0.42835732747780486	0.24065574797851022	-0.2993756039090863	0.13967100954482317	-0.055454276758625035	0.13579715036350118	-0.10105103294224405	-0.07811991263306775	0.007059223084522072	0.2724664433474718	0.20270359630808085	-0.267565057255115	-0.17360998090216306	0.022652440800127713	-0.15402794716125504	-0.2731237366255843	0.35867584787159784	-0.012533181242145036	-0.07441672834376387	0.045532936675537455	0.09753224514743705
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.1492436297104807	-0.16105598728619483	0.07922349165886056	0.08160913707276242	0.2705414251782491	-0.20187965849249817	0.27848895591114325	0.04238018488216673	0.5393774814376696	-0.08886441499570605	0.08812738847490312	-0.0923923577797138	0.17472358887610526	-0.2171014781031373	-0.2794759247494676	0.01280762726258831	0.3222482175786146	-0.21603879448944466	-0.23408877586621343	0.3215542070790673	0.015701844578977782	-0.11727602054039242	-0.22164014311251085
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	-0.15437837216555064	-0.3216302406285066	0.324054897129942	-0.027524870003359802	0.2646481045561561	0.05773759323174873	-0.05081909742756766	0.23501625336089854	-0.016022865786309324	-0.12772898812095312	0.056480513741579544	-0.14172796353558523	0.2157101908026117	-0.3731987855283262	0.1290695672307391	-0.126311567010075	0.006788381926529142	0.32279339890935094	-0.07038034809260867	0.15843526415685438	0.1608509096592236	-0.19976341404092773	-0.17764251489508023
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.1664477137783107	-0.269591949263163	0.44460925235538956	-0.22373358075323202	0.19536205321965994	-0.4116958123903367	-0.15194692433457968	0.18565277921383566	-0.23936922785305553	-0.14024242741173953	-0.15642554190812089	0.3751183287044437	0.5342616255964748	0.19542156760832805	0.1545458269638353	0.030238116177791204	-0.040813226786054084	0.05887317852937315	-0.04449286229268031	0.5107876980778276	0.10443260711505868	-0.08231784280404461	-0.3522964228414035
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.40866713122674797	-0.4066412210796942	0.3551410523740342	-0.3051838918800514	-0.07501543557503233	0.014100414013332183	0.032264534846659504	0.2506039681585114	-0.2044607388612612	-0.06931287394384661	0.467694900559122	-0.2544963589108297	-0.004334115527382484	0.020918309734384636	0.15873319878764125	0.040248909598005804	-0.041936596544017005	-0.09197080772893006	0.12426572332320512	0.24186345843330212	0.16507642848685056	0.11093631378138157	-0.11077397725489836
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.3378061617223985	-0.4853390542316415	0.3032973021840344	-0.11708289841209583	0.04981328413356248	0.06468052990846829	-0.17458452547379325	-0.02586712903127197	-0.11880873794032183	0.14113055778302852	0.2950436158513248	-0.08187371894817365	-0.1312666870336325	0.2589512410693744	-0.10924025758683492	-0.1302806383698663	-0.14969297316300564	-0.28278902150583146	-0.1429722839603066	0.14896340458804663	0.19630306327203426	0.28456216900567916	0.1862690187071795
ADRA2B	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.07217206029199608	-0.46520485204629053	0.4255926157632644	-0.3080010531706323	-0.103920593657765	-0.328116984512993	0.0020488160200435104	0.4806517153282087	0.06307182991930435	0.047949418028005585	0.038803830108946356	0.09365434034485888	0.12996843733788013	0.5243584128742342	0.3111840132474276	-0.1011014220222733	0.12001616512878929	-0.020245783924032982	0.3117065248506664	0.2698527913401842	-0.014209593633266774	0.23722412928337305	0.2510552363875576
