Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43
ADCYAP1R1	-	-	-	-	VIP and PACAP receptors	classB	-0.14438458178476585	-0.3093811094406853	-0.28731106476888546	-0.2353798697116676	-0.07503750824947591	-0.12117527225436754	0.050184719932560386	0.028035255362487094	0.122422250382031	-0.1500244527485038	0.08859960554899952	-0.019762929391915703	-0.052502365504745074	0.37543819287723007	-0.3769412830842603	0.3301406608172744	-0.005867781250421314	-0.1459666555170374	-0.4281005867688747	0.16952101848094192	-0.01308684487670506	0.1453272453716762	-0.008048162298973833	0.05704472253089456	-0.2212469707622213	0.11769919120949349	-0.08516930986226715	-0.07085456182722796	0.02906825962953366	-0.0738703680570816	-0.047749578251286666	-0.10136072931268428	0.1680030114944198	0.016449939519036616	-0.16821149162021587	-0.025091885081527942	0.3315925786654398	0.005712361802021157	0.28962808867441864	0.06626016179155961	-0.24798777553529958	-0.03120960572261588	-0.09870966436621588
ADORA1	-	-	Coupled	-	Adenosine receptors	classA	-0.1273311733567492	0.08265672357250552	-0.34463875109522457	0.009891007001376063	0.00422458879298659	0.022328840072860574	0.20137451442305582	0.1609056167778907	-0.0980876888181331	-0.19430642007128798	-0.20214866466741555	-0.008691309922229561	-0.04571516698044631	0.13490652973552011	-0.4710275060937464	-0.09522168603262415	-0.1133505361611192	-0.194388617419315	-0.01251518640109613	0.2713452157839866	-0.16382429128229117	-0.06672210450129652	-0.29189244707671336	-0.19699491007487005	0.03648197571209561	0.13056225257405343	-0.07227541137640697	0.3014184811450141	-0.10899841520098022	-0.19439346702781574	-0.1815011765741358	-0.05289294669155899	0.23390274868420446	0.22456332649817232	-0.14222626413635317	-0.18419731850210178	0.17676921799034542	0.07531567743253514	-0.06234923801239742	0.18429515969367902	-0.3217277806947783	-0.030818677437872873	0.13646995254352923
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	-0.288877762380424	-0.42425347482540177	-0.45801554269361483	-0.07423292504574466	-0.0050924389468593985	-0.25750167885245	-0.009069226644804775	0.4353223884982268	-0.06844267957746662	-0.15115391934472272	-0.08081961780633129	-0.08671736418493717	-0.11301625052857756	0.19913320923424252	-0.16466439227904422	0.1343528256177971	0.14425878696440464	-0.25468518848189825	0.010404199668258214	-0.14219559150921768	-0.1476377141139262	-0.04009267146937904	-0.14099262167966192	-0.020164200359633982	0.07652337301750399	-0.04159033916014617	-0.06602112056124186	0.41723883715027144	-0.11514323075532937	-0.13550073191180345	0.06353611179544948	0.04830043889917004	0.045714710628885845	0.2591400649420398	-0.07264498458681456	-0.07016377802144341	0.33474771678359544	0.0649534740801597	-0.006063808713880195	-0.06196840661207595	-0.18959297305042128	-0.13222325957067155	0.06395565622006276
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	-0.12261825855272832	-0.3956407923186855	-0.2376683683626361	-0.35066576914211495	-0.41198455589475674	-0.16230070733944038	0.10668098904062587	0.021308497516292067	0.3887934391658639	-0.23314830749648216	0.032366916410180864	0.08549670404865627	-0.1473178576254048	0.3281169806061	-0.32177686954267903	0.37832581023199585	0.01373003033243544	-0.25655543502360395	-0.11100601545071723	-0.06853213843188208	-0.08971476032524232	0.18499645309379778	-0.004574156666165925	0.07481112664455628	-0.07734004738290802	0.04147724731297007	0.013134608986970558	-0.14300341162469984	0.0889499339463389	-0.023124229383913935	0.0337548581289275	-0.20578604902730252	0.224108115781736	0.08811284541304473	0.001286958930505472	-0.012787378574496645	0.3735500899185027	-0.07753647713772896	0.002139442960496586	-0.0651607159620257	-0.0990988629211286	0.08855412536358605	-0.015647882874935785
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	-0.17626741648233243	0.24848004987049627	-0.264847014297089	-0.08271686169975775	-0.03469150751788996	-0.1628678548705898	0.04284059145024001	-0.10799622237202909	-0.14566109114512363	-0.04149396660658716	-0.08031317551797337	0.25949072569781734	0.0028382958780673404	-0.17479063735456188	0.058373392602374986	0.06850842846426965	-0.17851092051365203	-0.299611076625475	0.2697000128842175	-0.024545159064364174	-0.316387550921978	0.08543150448822351	-0.0025406278061327003	0.01579735098336322	0.09740297193576389	0.137816003407488	-0.06898836205683337	-0.2199146660689984	-0.14128756808860124	-0.014531371788461565	-0.20769267872265873	0.01701958394774227	-0.21700100038549214	-0.1278152212861392	0.2010722505797955	-0.28971728271420194	0.11350142512908468	-0.036660822755687286	0.044727343486321736	-0.030988268621683673	-0.11548425467441292	0.30791382809782264	-0.32955894727647406
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	-0.16588176624013812	0.4408184985775397	-0.11881951945510819	0.02467223547590016	-0.049953235603917734	-0.39395111562205465	0.236581930319563	-0.15889677424806298	-0.2249169476118151	-0.01867157351654348	-0.17847948274368938	-0.1437385471678162	0.06238820372404729	-0.27987167846152	-0.09473720602888329	-0.058923270668510344	-0.18932566822655547	-0.22542673642748495	0.15127200461633308	0.20642190428209742	-0.1800194424598721	0.1759983824957214	0.18978912460030745	-0.1295551236484593	0.06052043932169875	-0.06319106020884686	-0.09498280899041009	-0.2848953095273449	-0.05435666589051893	0.07866954149212729	-0.13142395450634414	0.08326725436731096	0.06027099810793549	-0.12090107594646939	-0.025251335874000618	-0.29945714854150846	-0.0050337671963650195	0.10597544258689125	0.08923033962851165	0.04971157614772703	-0.09191490581352166	0.15483068011557044	-0.0884450752877442
ADRA1B	-	-	-	Not-coupled	Adrenoceptors	classA	-0.18092671475503447	0.49044268412601905	-0.01081370075660994	-0.28832369001007024	-0.2541878236627354	-0.12922504565075119	0.49372534703485044	-0.003176760773324433	-0.12970967032480016	-0.03999588441459123	-0.30707547232545734	0.1949780179190215	-0.2697382201053867	-0.2089927391934934	0.02566921978116781	0.03372586130808443	-0.18736041266161016	-0.337558319514612	0.10635615412552706	-0.15067336185939734	-0.031784313647866706	-0.18978686704513167	0.32705461853682005	-0.1749304451377306	0.5423910424337357	0.04014363437527007	-0.024648998862237377	-0.15840282468195815	-0.2818620750950142	0.03853315590316903	-0.13300066967593907	0.09917135238257684	0.00624188009468115	-0.1258738286807824	-0.01717428651208768	-0.05679519098294478	-0.03166740021241691	0.27206578895865813	0.18920123507932365	0.1855415440924727	-0.11949658114564667	0.0744381237237051	-0.08297952104200493
ADRA1D	-	-	-	-	Adrenoceptors	classA	-0.2401209035558159	0.4264248653727624	0.23146026906388967	-0.20213143925343693	0.1265116736879905	0.18521161968761612	-0.23395822469383853	-0.08510229206343264	-0.32068031861442325	0.15846526250966947	0.029300372333652246	0.09048477171547059	0.19950430433981314	0.2028955787225627	-0.033786094514508556	0.0556659285441949	0.1992084740673534	0.21171503897930685	-0.005565250920681329	0.11308156491796822	0.3143895777492913	0.1355187816762851	0.04948264604402904	0.05337573805163032	0.05480491259879573	0.09367259130593819	0.007538630268056274	-0.1300702021260772	0.25694990170733145	-0.38165278156954496	-0.09114235788768368	-0.029839999929539316	0.5321570176611676	0.01838632321116655	0.07516077629890915	0.05953885859079005	-0.0659891408246543	0.2142567815361402	0.13425821632484983	-0.2236730630888064	-0.0429535865471987	-0.014822442997237556	0.1027996351186085
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	-0.25377105284394635	0.3777577482370786	0.08752584451477478	-0.09929227182754918	-0.0017924477096664566	0.14105700495312246	-0.2608344789112513	-0.32846844878499665	-0.22678269543887386	0.3118617595791364	0.1521926962083423	-0.11838564634106799	0.15829597623626457	0.2085926227250649	-0.020597919154465745	-0.12408626931530152	0.23246052187527777	0.08005789558427451	0.04055585495699713	-0.05123795378607234	0.036704762508197396	-0.04237934216817432	0.0514530244702453	0.11017396007178402	-0.05835773097728363	0.310134125563692	-0.08830797463279179	-0.2928855136067055	0.4888709167648392	-0.28077816883872586	0.15568847118295506	0.15397442052572707	0.42505213152046567	0.059602252266846435	0.018128669238549257	0.06002665326989873	0.015216815975981663	0.22920282305314374	0.16882305888796847	-0.17717663058067862	-0.05697205585019879	0.11502156797360438	0.30103317699145793
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	-0.3693536487446379	0.27732091192764935	0.3283776707792762	-0.1848771113792514	-0.20007176695126871	-0.015819195012558365	0.26284046025964997	-0.15328346975994614	-0.2400154093287067	0.16982739273634292	0.02303318565894921	-0.20267762318884308	0.036610237637487095	0.07700722963735396	0.24035733269316487	0.09926296627503807	0.005310125519098322	0.021951845333815306	-0.0791367440670052	0.023845553080424405	0.347591661155719	0.00887823530782975	0.14639516715363013	0.10613297890648929	0.2012680560173531	-0.10724736491896587	-0.01700813753324064	0.24210222546049595	0.1750415074437351	-0.39981552800388853	0.0771198477343786	0.14129834341181655	0.3249202771151143	0.2221882991177461	-0.005227947754017887	0.20028711143026948	0.0034992964054538435	0.3641106803096441	0.25229030538874864	0.12720662365455188	0.07183068590974462	-0.021890304154739988	0.037395493396839806
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	-0.29505106656557184	0.19620217627872108	-0.039035877616175205	-0.019366094894685798	-0.14393282597705123	0.25408527153284416	0.48202129361740415	0.1333375181537985	0.06037973812127086	-0.31169668513091225	-0.23390529650091943	-0.21138212388589223	-0.14162813452652898	-0.026118082126573107	0.3640292041658172	-0.09846206522393157	0.06910729991076263	0.1331488451136897	-0.06368052381992824	-0.05513949758499967	-0.14796742612129135	0.5028292787580351	0.3551662789427576	0.08289970853428173	-0.29304681342817424	-0.13658452690258735	0.042474360289334996	0.1006270808250595	0.19954907760987484	0.5754071805752407	0.12376700517341706	0.06409022789687681	0.12474091882141682	0.09312225312738899	-0.29953356051953905	-0.13057558755193222	0.04114582543006569	0.36230459876984794	0.058237708078555266	0.00946057131501964	0.06797356450963088	-0.16859418144019087	0.09426818816574807
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.19993950336466254	0.11827311469023875	0.04657782943877093	0.05285279157478109	0.32007750462749635	0.4343057368917558	0.2927170621972575	0.10147580323288868	-0.06718908823463123	-0.014151905648014315	-0.058933845541650376	0.26238601653905597	-0.01451177663329324	0.14486970925145537	0.25391237690485685	-0.29401408815954716	-0.1341274531567759	0.06424595408407915	-0.07457858588151071	0.1863489341418174	-0.17600302713013652	0.2947095753390492	-0.08072350113975235	0.13877855948288684	0.003861781965954142	-0.24338021413878408	0.06900451271444998	0.16036098536583024	-0.19397523758417978	0.19891179872318807	-0.13702282394730797	-0.06304080007723926	0.10876857937308518	-0.28857888408537125	-0.14444364354667985	-0.33322308632987363	0.14079909686592149	-0.0485880710676544	-0.19922215176058483	-0.08137838993436713	-0.1966370506713402	-0.25314550952191445	0.2846989536384081
ADRB2	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.26151155445135615	-0.018621831454571497	-0.3359086765616647	-0.23314785709974145	0.13720379015824877	0.36930386738999554	-0.03627778756399325	0.13184778803529676	0.2715955671621722	-0.092839752770112	-0.00889785933809373	0.1877008597102547	-0.19568438932241647	-0.0792260112163914	0.2371942828490578	-0.14863547405626595	0.13628580141843794	-0.01317733662319333	-0.07450914694286735	-0.028047953462551452	0.05573344945273511	0.2232437000200415	-0.12190898055399091	-0.044099080430229136	0.1012261672434149	-0.0447928463741156	0.19829654304115857	0.02133612681602708	-0.15900327286676413	0.40201712024014813	-0.007575260325821739	-0.1308263651451323	-0.08560317196505471	-0.11453421605355019	-0.11857210830691634	-0.2554962887899845	0.07865580225129586	0.34169311562950444	-0.08507580389385318	-0.15800697265415833	0.24700154495551063	-0.10576499793933729	-0.10070956554588487
ADRB3	-	-	-	-	Adrenoceptors	classA	-0.09605446487844319	-0.2605292303780601	-0.04318915478627306	-0.4429702647008046	-0.08464817379171134	-0.17332704932586498	-0.2664521890268834	0.041288966592096146	-0.1399733207389263	-0.01105035514895444	-0.1657026140205053	-0.12368512950852795	-0.14420601353143447	-0.1474026900511698	-0.10846923222384146	-0.0049357697998470736	0.17788666425473632	-0.1418178641192378	-0.09133079519194552	0.19161343422018984	-0.02836984488485711	-0.12364283548382665	0.3436406939546006	0.10310278560714198	0.0858939471582443	0.03240419144114935	0.08983100715518738	-0.22762343556551914	0.10117893713636898	-0.012131222229175096	0.2991223546198351	0.12298431910302167	-0.19568489948754803	0.1931790491917308	-0.016536395087899704	0.011268865732000685	-0.058098885758653684	-0.1593599982163869	-0.027436365828459704	-0.022477135619642145	0.16038698748285107	0.18365312941425882	-0.10638290447684186
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	-0.16437961097706977	-0.14852001779825186	0.07668366329319341	-0.08268464464737355	0.3117042166239715	-0.30130674056916257	0.0183555320338327	0.041503408516408845	-0.16900596572155266	0.2630426733187191	-0.07163329641764557	-0.16912729163086826	-0.11932348913566276	-0.004471941118460979	0.24723865395986833	0.17416215959292852	-0.4339010745081406	-0.4787997925952112	-0.00050541242097035	0.16657247810323764	-0.024914131085633295	-0.26800650630436856	0.211239197324897	0.047667427453358106	0.09731546190200588	-0.07141730366113452	0.08827910511246201	-0.08970090586880938	-0.036791271716054015	-0.06401251613512716	0.5790951124416537	0.5609470162854289	-0.11038061135910408	-0.09309487312818474	-0.2524710488393901	-0.003909498331818125	-0.12514202180192144	-0.07578843868365799	-0.15173221088862243	0.18668623043725896	0.08378088167317506	-0.05397971461295327	0.07886972841974892
