Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51
ADCYAP1R1	-	-	-	-	VIP and PACAP receptors	classB	-0.20878706828020083	-0.09905564974767304	0.25462219330567865	0.291981699016739	-0.2942630022562055	0.1023398034650252	0.13566494930543735	-0.4553648084837923	0.32864973872237235	-0.4160760843591585	0.1861653559568736	0.1941868769206694	0.027397947215604953	0.21524307715043228	0.13510071050244116	0.20045589702150007	0.16595052843793523	0.4648975144177036	-0.2810587363301828	-0.38295923797933434	0.207897342044248	0.07669709794397228	0.02353967661926513	-0.06395058128927736	0.07236615901949572	-0.11374286888047527	0.18896954973529234	0.07215161762152232	-0.19476694515048348	-0.1758564887328621	-0.06574257224753581	-0.06569795403097467	-0.12572556735387694	0.11002976425791888	0.049963531975462244	0.20533463790464823	-0.017271676265417743	0.005361806134712762	0.11332827629004422	-0.09937331675221511	-0.05513994871526503	-0.26369161602923935	0.02651038003956764	-0.28504920853974225	0.36067867005591564	0.018864079267411033	-0.09401783236445578	-0.05028816933161016	0.035788964150406326	-0.2167865037115373	0.03345716122029777
ADORA1	-	-	Coupled	-	Adenosine receptors	classA	0.06693804054604681	0.14681636085778027	-0.05915286983544899	0.12970014959884457	0.06203933158166974	-0.11211304008087891	0.1984237613125916	-0.1008907964383802	0.03996462626604462	-0.20076028873979582	0.02116410677728357	0.21305788737877399	-0.3528736606170767	-0.08581514812207111	0.17635868726910123	0.07009729078453841	-0.028654349168581613	0.15133455979997124	-0.2715082423966611	0.2974034655826867	0.21856028904955005	0.09036333078416389	0.07703926564145532	0.08291400457897373	0.09789741523501518	0.21986108996480816	0.07216551928959727	0.00655124914818937	-0.012241504305326941	0.07987919462936127	-0.29941785583867186	-0.3772850391026564	0.036373437372094024	0.0674233661174641	-0.18961125378168384	0.34840197729282135	0.09412771150651172	0.17446501283513557	-0.21422880223724286	0.18225746943232393	0.19391392951145056	-0.22001048900759845	0.06831339466825062	-0.46193017182446433	0.009675051191991657	0.16340196315844716	-0.20495661385260242	0.010986244125099012	-0.057649251664612114	-0.21952036425008437	0.14677484364840296
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	-0.17453686552710207	-0.12287011126973797	-0.0326490188100731	0.13178717553977445	-0.22115841918177792	-0.13318733870542304	0.23565676795000398	-0.4698540420317618	-0.0613191950689537	-0.07184608812476494	0.21136237566817262	0.2561079531031229	-0.32247645096678135	0.3638082356704013	0.2964539388200818	0.1643934073947394	0.08677281680402706	0.2488837604661711	0.0684154537502024	-0.04614559294690717	0.1639604683112054	-0.21797815872231738	0.23093214860990768	-0.005336654876599134	0.04094398027347924	-0.0032851447049922727	-0.20881488854065744	0.04558244619586972	0.03473333612426291	0.19821266605976087	-0.17790433792167812	-0.22260240302000942	-0.3002432605598967	0.1557066792642707	-0.1096612025961955	0.2511339671301371	-0.054283362995936196	-0.06981587468200248	-0.3652412570275845	-0.08199954488090597	-0.142067026461515	-0.22753731080413647	-0.045893683967800955	-0.20416912644129484	0.09464515982011279	0.14804009599943388	-0.12002791763113542	0.0634418244169214	-0.05931705818998113	-0.14164528551926434	0.00467196915776069
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	-0.38533542030600515	-0.19223526703300767	0.25937031432815244	0.2963659717504115	-0.415702679580138	0.29007008835892456	0.04413886242618266	0.014390125468769194	0.2387913585347762	-0.13962171027169415	0.1939929364476942	-0.14015840689573208	-0.0354742012458983	0.2472218517551848	0.05619693650342281	0.13454772082338237	0.24039156229897363	0.35489214864057084	-0.2356477323550519	0.026970328066720003	0.24788152091802665	0.42998001817040504	0.11963852951050191	0.02783320049260863	0.3529064678062715	0.2117027098082044	-0.07378886446152462	0.2710308658632616	-0.1653040301070152	-0.24212201100766084	0.07235636616496018	-0.13110425396058645	-0.05400326808328879	-0.07417907107653783	0.0077519108887815925	0.2641072622843041	0.004406964489279164	-0.03249107731110567	-0.15236268408807715	-0.02745824987337307	-0.010398996241346431	-0.3716600724487806	0.25063631263221003	-0.014473537498443524	0.22284087216620804	0.04871332094330421	-0.12070579984274497	-0.12354218658556117	-0.11107498736241624	0.09223514026791468	0.08334270852356059
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	0.004277767321820475	0.35095497851373175	-0.1432106866429062	-0.2768473718259302	-0.011572189185711708	-0.04474964014235883	0.15530657213758117	0.14731633205734415	-0.2584628688190458	-0.1939196444408207	-0.12524569691408205	-0.15917115047163571	0.0895360018436101	-0.004952793507942392	0.12238109819833139	-0.29427910989135336	-0.322155606177972	-0.1940632756482948	-0.09320212591969078	0.3189827805823149	0.18185312071975088	0.02529980115362728	0.10159982595284836	-0.11066453756162586	-0.012417968746842504	0.21601438946268606	0.5051172772211896	0.10395469721492621	-0.4092142108337664	0.24808123717324757	0.0687096662305585	-0.3747247105444716	-0.056385039383452316	0.10831862493163788	0.29672586478286256	0.020719588928941657	0.011898145353872997	0.013642381594474676	-0.13208226816313307	0.10971787351393009	-0.001125703613530785	-0.01026257413274715	0.01167371779529891	0.06967494783934108	0.0809980377257933	0.021542992670725267	-0.2872475348806191	0.17455576168116557	-0.04254096237331785	-0.06386280988882896	0.03737898967319687
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	0.22818420835917091	0.47350753950957847	-0.07152797642821963	-0.2403217589106683	0.24210006850619564	0.17417418975263885	0.07119780041969316	0.2751426787566825	-0.1635610646745295	-0.051485652418662556	0.015836692405974823	-0.12203380260421585	0.23160300789335458	-0.18882003741614165	-0.1666165594016207	-0.11106910094525575	-0.04582418144501687	0.10269583741801887	0.01587171361467441	-0.10618421170885661	0.06369238161714882	-0.15018570306122622	-0.0925054978843587	0.2435947274560512	-0.3197983055374573	0.02343473895854543	0.44526689765143723	0.09287226886387508	-0.30009283351150357	0.12291199176934745	-0.026842010003668475	-0.2800839814398461	0.17836424293487993	-0.005633252389310113	0.08342821046772186	-0.1970206707381505	0.07531231097114913	0.09458505587886532	-0.06609222599685147	-0.1072620850536384	0.04935995016506101	-0.2173931801061072	0.08996196615320437	-0.1233626171182871	0.24434606427103933	0.14113145324551662	0.0034754703531182044	0.10326280571576181	-0.10537376139986634	-0.04856396081343331	0.001258622993202611
ADRA1B	-	-	-	Not-coupled	Adrenoceptors	classA	0.34894817192396604	0.44153748421959516	-0.009646781150969466	-0.1349294127507674	0.39495918069473834	-0.12592704790886133	-0.0909714780921419	0.10213736043444945	-0.2185713938538619	-0.1586302675839301	-0.18314761100135318	-0.1612127814635259	0.4389313510923078	-0.0998499554110373	0.40019832883192424	-0.11207596942487959	0.12344902721163266	0.4034580159062814	-0.11740582075582467	0.10629215637107921	0.18630533799593785	0.011161754277833627	-0.2581130028496899	0.3481774617569231	0.011245889005394447	-0.014056435216361596	0.33448994893260364	0.026395047640510507	-0.05276101803991301	0.13277245325245216	0.07370528922415118	0.10934493558057339	0.03870329680389452	-0.09230500469795049	0.36702674981614775	-0.012689382178379616	0.03943211787361319	0.044752167546257535	-0.4856614561198166	-0.30753280194845806	-0.2433182682670066	0.016592800256919223	0.3932331940020048	0.18511038438534205	0.20181802454797756	0.31115401425844047	0.11399791664246481	0.3039403390652518	-0.20063725647381528	-0.014095158264988432	-0.10963017666210256
ADRA1D	-	-	-	-	Adrenoceptors	classA	0.4796942546606114	0.5073344263606172	0.06574394468733874	-0.4425700036423609	0.02044299846171857	-0.14122269398514303	0.24352203261114277	0.08196810845412708	0.14168936967770998	0.15406003434726076	0.3621673996386301	0.1752742825235671	-0.16236633964712383	-0.21580799433628264	-0.2783646768890713	0.26017397153141475	-0.13152636810934634	-0.18186417484412198	-0.5347362255239235	-0.1407228573732168	0.20381770059481616	0.07824318862223176	-0.06955507592262639	0.20708039451919075	-0.02099128988924894	0.17444930289741634	-0.451681525451604	-0.08342053504611427	0.066091287463167	0.0566016586171734	-0.08591052827883633	0.28177216886245426	0.1622759716962591	-0.1403284753375791	-0.11957289286357521	-0.13589125113079842	0.11333296858952822	-0.15755872011215846	-0.042768816450689175	-0.046005163779500834	-0.12130373818299409	-0.14989863856698712	-0.11055783011146537	0.16319534258875554	0.6091401359879611	-0.13671944660049246	-0.021375611767709916	-0.03125849803490458	-0.06898398867345698	-0.13598983864803538	-0.05400207101018364
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	0.4199791979427433	0.49052911255140125	0.0935235789391475	-0.34402981401957705	-0.22095393643180875	-0.24771176156279773	0.057968084670851974	0.01641459594328221	-0.006336923265322502	-0.10027100274269819	0.5322680491761416	0.12491528102487413	-0.36597128019030994	-0.33778861914318886	-0.2822427854153597	-0.14955500424731463	-0.3825151323831692	0.034582256730833275	-0.15640222908522008	0.000647385419113272	0.003909027517746457	0.1658605589581663	0.1851058701620212	-0.2423656021742051	-0.09568158451249999	-0.3094863835624395	-0.4536869312369772	0.12598635858295631	0.17695580024201366	0.10450067347912105	-0.013105726363821483	0.17101397940503657	0.25839496449233257	0.12015135685460976	-0.10315309585793	-0.08222556654229703	0.09715458309992422	-0.09401804706925013	-0.04443130429171804	-0.04928668806920344	0.05605420110059955	0.04849922416187008	0.0975110594668985	0.030666702241568686	0.5860881471245113	-0.16570273004550382	0.033437513759926984	0.08009462018019863	0.043803166081417294	-0.15204119998183097	0.058499266449774184
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	0.2966342070479076	0.5174203192116202	-0.13645455072796703	-0.17164712954533726	-0.08350996742784669	-0.10741050440529763	-0.13345126687548672	0.37597890737006706	-0.06114350062312032	-0.17160099813004145	-0.09158174493207655	0.03698435211055862	-0.004510280016271258	0.12695203404443428	0.03678320964313424	0.06731587859883505	0.07430651320425087	0.2885608501692539	-0.2160415432803885	0.18015315156043538	-0.0171757023936542	-0.02158435403427733	0.03859037495579516	0.16730403678375272	0.32041901371510667	-0.011930174286998397	-0.3038507547135642	-0.04836559202027534	0.13638719548410164	0.3170718606077617	-0.2108722043540236	0.5861665997348388	0.18057517145215893	-0.14518687267101446	0.045478338485754256	-0.010080126999967106	0.05959076782648418	0.07924063542497631	-0.11350669629904217	-0.07874201431965447	-0.2125522875438307	-0.10021376107039597	-0.18641647824597118	0.3175924060523907	0.17616740369705744	0.02848725278828307	-0.13211840951576886	-0.22934707568704324	-0.2399861577680813	0.14331586868115764	0.21716469525314697
